logFC	AveExpr	t	P.Value	adj.P.Val	B
13234355	-1.47809173733333	5.71257782877778	-5.04298830346766	0.000120615294901069	0.0486198603166296	1.32570394017201
13282488	-1.12041127866667	6.84694850216667	-5.04167566493124	0.000120933943288375	0.0486198603166296	1.32334585804051
13171254	1.45344261866667	7.95718215405556	5.04164567011238	0.000120941234763927	0.0486198603166296	1.32329197122416
12924519	-2.064295401	6.23272658794444	-5.02614672160437	0.000124770038232122	0.0491662382199346	1.29543087465177
12925877	-2.064295401	6.23272658794444	-5.02614672160437	0.000124770038232122	0.0491662382199346	1.29543087465177
12932051	-2.064295401	6.23272658794444	-5.02614672160437	0.000124770038232122	0.0491662382199346	1.29543087465177
13179040	1.16554398166666	3.29844971105556	5.02403380456745	0.000125301577687845	0.0491662382199346	1.29163010000786
13016707	-1.69753383166667	6.19098942288889	-5.01797341982829	0.000126839123777295	0.0492319849678729	1.28072509892223
13013106	-1.27565042766667	9.010573009	-5.01501176213745	0.000127597552986584	0.0492319849678729	1.27539408186544
13275174	-1.10216889966667	5.24274010222222	-5.01057524573332	0.000128742402625064	0.0492319849678729	1.26740604960594
13184152	-1.219186809	7.05571064255556	-5.00536839410759	0.000130099520089478	0.0492319849678729	1.2580275728961
13069778	-1.35221252533333	8.61596464261111	-5.00051857067873	0.000131376811413288	0.0492319849678729	1.24928883165573
12962757	-1.78351574366667	6.35170318188889	-4.99645398519184	0.000132457222501583	0.0492319849678729	1.2419625111701
13033386	-1.39278712933333	4.7009109885	-4.99429769523383	0.000133034091657675	0.0492319849678729	1.23807493411512
13007947	-1.24778312833334	8.83071461022222	-4.99384374210825	0.000133155865803856	0.0492319849678729	1.23725642089352
13141463	-1.13115480033333	6.21788732333333	-4.99260169754486	0.000133489633564929	0.0492319849678729	1.23501677331576
13109228	-1.30005701133333	8.03964594472222	-4.99250436779352	0.000133515824758821	0.0492319849678729	1.23484125999513
13097010	1.35766771533334	9.10706766572222	4.98926485042778	0.000134390591332417	0.0492319849678729	1.22899875004468
12996642	-1.219576542	5.44453296077778	-4.98891696138236	0.000134484881413277	0.0492319849678729	1.228371242934
13081656	-2.000349339	5.40446064777778	-4.9859914029105	0.000135280505196721	0.0492481163585042	1.22309359717636
13125599	-2.07950125033333	6.26439433744444	-4.97967915541283	0.000137013682742834	0.0493167248297295	1.21170247822374
13045968	0.772239262333335	6.02763911111111	4.9773012648909	0.000137672492516768	0.0493167248297295	1.20740992262266
13254625	-1.205780699	4.95190546433333	-4.97562031772639	0.000138140173111996	0.0493167248297295	1.20437502380761
13274742	-1.16687399433333	5.20445430133333	-4.97420629986199	0.000138534851744573	0.0493167248297295	1.20182176173572
13150061	-1.68464342433333	5.89263470661111	-4.97038779388303	0.000139606468090845	0.0493167248297295	1.19492541645599
12995722	-2.20820169266667	5.84021082138889	-4.96579622358069	0.000140906323706965	0.0493167248297295	1.18663028628103
13094028	-1.573583064	6.70558101194444	-4.96535555730284	0.000141031726914941	0.0493167248297295	1.18583402919264
13247397	1.19638274433333	5.98915484061111	4.96078185100078	0.000142340087825286	0.0493167248297295	1.17756807706663
13178305	-0.820819406333335	9.86161842244444	-4.95812205053368	0.000143106683087454	0.0493167248297295	1.17275978830948
13241585	-1.70030409233333	5.46901592638889	-4.95800766900326	0.000143139744575069	0.0493167248297295	1.17255299229929
13249936	-1.92354660733333	5.86936583011111	-4.95423809626246	0.000144233725833155	0.0493167248297295	1.16573681315153
13282986	1.09908120266667	7.90399230905556	4.95233273819217	0.00014478995139097	0.0493167248297295	1.16229080045432
13081541	-1.53768521066667	6.36050479983333	-4.94902064965756	0.00014576209044065	0.0493167248297295	1.15629943073048
13128319	-1.87109553466667	7.67291826038889	-4.94819509880715	0.000146005442207416	0.0493167248297295	1.15480583008425
12956226	-1.032112622	6.15681633144444	-4.94264254753911	0.000147653076807928	0.0495573682191438	1.14475769270995
13166303	-1.476162136	7.923813727	-4.94071187853444	0.000148230438453061	0.0495573682191438	1.14126290583667
13055267	-1.26989254433334	6.22801169816667	-4.93562899709085	0.000149761577065264	0.0498151097560033	1.132059787909
13038602	1.07005479933333	5.60099235072222	4.93087509264431	0.000151208319664333	0.0500423170250729	1.12344920754732
13161257	-1.27496226133333	6.34885479838889	-4.92307255530934	0.000153614034906505	0.05049029115921	1.10931024242008
13044687	-1.77224702633333	6.79503864211111	-4.91814672948213	0.000155152997513299	0.05049029115921	1.10038001015845
13222300	-1.35829671233333	8.66850121588889	-4.91568204059262	0.000155928968139491	0.05049029115921	1.09591047081481
