genes,C1,C2,T1,T2
212531,6.9,1.37,0.84,1.35
212539,0.52,17.49,15.54,13.36
212541,1.03,0,0,0
212547,5,13.37,6.25,8.63
212627,10.17,27.43,21.97,21.99
212632,5.52,5.14,4.56,3.55
212647,16.03,10.63,6.59,15.56
212670,0.52,0.86,0,0.34
212679,6.72,6,6.08,7.44
212706,16.55,11.32,9.97,7.78
212712,4.31,5.66,2.7,6.76
212728,0,0.34,0.34,0.51
212733,0.34,0,0,0
212772,12.58,26.23,15.21,18.1
212862,48.96,15.95,17.23,14.21
212880,28.1,48.18,47.99,42.62
212892,0,0.69,0,0
212898,22.76,22.29,20.44,26.38
212919,1.55,1.2,1.18,1.52
212933,0,0.34,0,0.34
212937,2.41,0,0,0
212943,46.03,2.4,1.86,5.41
212974,5.52,9.77,6.76,14.21
212980,2.41,3.09,2.2,0.51
212986,5,3.6,4.22,4.23
212996,0.52,0.86,0,0.68
212998,9.83,0,0,0
212999,74.99,46.47,37.17,37.21
213011,3.45,3.77,5.58,5.24
213012,2.59,9.77,10.98,6.93
213019,74.65,9.6,10.14,12.85
213027,0.52,1.2,2.37,1.18
213043,0,0.34,0,0
213053,156.7,16.12,23.32,22.32
213054,31.89,31.04,33.62,28.24
213056,7.59,6,5.07,5.41
213068,1.21,0,0.68,1.35
213081,1.03,2.4,2.2,2.37
213084,1.55,3.09,3.21,2.37
213109,25,37.04,38.35,35.52
213119,1.21,1.89,2.53,2.54
213121,0.52,0,0,0
213211,20.34,61.38,46.46,38.39
213236,2.24,3.26,4.73,1.86
213262,14.31,20.58,30.75,27.57
213326,2.76,1.71,1.86,2.54
213350,86.71,54.35,42.58,46.85
213389,1.03,1.37,2.2,1.18
213391,11.21,4.46,8.28,3.38
213393,6.55,9.43,6.76,9.13
213409,0,0.34,0,0
213417,4.31,1.2,1.01,1.01
213436,0,0,0,2.2
213438,1.03,0.69,0,0
213439,2.24,0,0,0
213452,9.31,5.32,2.87,3.21
213464,5.86,12.86,12.17,5.92
213469,0.34,0,0.34,0
213484,40.51,4.97,5.41,5.24
213491,137.74,154.66,185.69,132.42
213498,24.48,27.26,33.29,26.55
213499,15.34,26.75,33.29,32.64
213522,1.72,0.34,0,0.85
213539,52.58,31.38,30.75,47.52
213541,51.2,96.19,123.51,87.94
213550,20.34,24.01,17.07,17.59
213556,3.96,5.32,5.41,3.72
213573,2.59,0.86,1.18,2.71
213575,3.62,11.49,12.33,9.64
213582,10.69,12.17,12,11.16
213603,1.9,1.37,0.68,0.85
213649,1.21,2.91,2.03,2.37
213673,59.47,61.21,53.05,57.5
213696,0.34,0,0,0
213742,204.11,91.73,150.04,113.99
213753,33.79,38.41,26.36,25.2
213760,10.17,6.34,7.94,8.12
213773,27.07,51.27,56.1,52.26
213783,2.24,0.34,1.01,1.52
213819,17.24,73.9,56.6,55.13
213827,74.47,61.21,81.61,66.3
213895,16.03,37.04,30.58,23.68
213948,2.24,1.2,0.84,1.18
213956,2.41,0.69,0.34,0.51
213980,0.34,0,0,0
213988,5.69,28.29,30.75,21.14
213989,8.79,0.34,1.01,2.71
213990,50.34,105.45,114.05,99.11
213993,0.69,0.69,0.51,0
214048,16.38,4.8,3.21,7.78
214058,0,0,0.68,0.68
214063,2.76,3.43,2.53,1.86
214084,0.52,5.49,3.55,4.23
214105,0.86,0,0,0.34
214112,0.86,0,0,0
214133,15.17,27.43,26.53,22.66
214137,26.2,32.41,20.61,19.62
214150,0.69,0.51,0.51,0.34
214162,36.72,43.21,49.68,38.22
214189,0,0,0.51,0
214230,2.93,0,0,0
214239,8.1,0,0,0
214240,3.96,1.2,1.52,0
214253,1.38,0.86,0.84,1.52
214254,1.55,1.89,1.35,1.86
214290,14.14,14.57,18.08,20.13
214292,7.07,0,0,0
214305,0.52,0,0,0
214321,0.52,0.69,0,0
214345,6.55,3.09,2.87,3.04
214359,11.55,9.77,12.17,30.27
214384,0.34,1.54,0.84,2.37
214424,3.1,1.54,1.52,1.01
214444,9.83,26.58,29.23,23.34
214459,7.41,45.1,84.14,60.55
214469,53.1,124.48,124.53,119.4
214489,28.1,38.07,30.41,31.12
214498,22.58,17.15,20.95,19.45
214523,1.9,0.34,0,0
214531,0.52,0.34,0.34,0.68
214547,4.48,6.17,3.72,6.76
214552,70.51,27.09,28.39,26.21
214572,35.68,81.27,64.37,70.86
214575,0.34,0,0.34,1.35
214579,3.45,15.09,13.01,13.36
214580,3.28,14.4,16.9,19.45
214597,290.13,23.15,22.98,29.6
214601,68.78,17.15,14.53,23.85
214616,1.55,0.51,0.34,0.85
214627,18.79,18.86,16.9,17.76
214639,150.5,0,0,0
214642,0.34,0.51,0,0
214663,57.58,1.54,0.84,1.18
214669,8.45,9.77,10.48,7.61
214685,0.34,0,0,0
214704,0,0,0.34,0
214742,1.03,0.86,0,1.35
214763,1.21,0.69,0.84,1.01
214764,14.48,10.63,10.98,15.22
214779,0,0.51,0,0
214791,8.27,15.6,16.05,13.87
214804,10.17,10.8,12,10.32
214812,5.69,13.89,11.66,11.84
214854,0.69,0,0,1.01
214855,9.48,2.23,2.7,3.04
214895,15,10.8,10.48,14.54
214897,6.38,8.92,9.97,4.9
214899,24.65,42.01,31.09,30.1
214901,5.17,19.55,17.91,16.74
214917,16.2,18.69,12.67,18.27
214922,15.34,1.2,0.84,1.52
214931,0.52,9.43,6.08,2.54
214932,3.96,2.57,1.69,1.86
214944,9.83,4.12,2.7,2.88
214951,0.52,1.37,1.86,1.35
214952,20,26.23,21.46,18.1
214968,118.09,30.01,33.96,33.49
214987,21.89,42.69,22.98,25.71
215001,1.21,8.92,6.25,0.51
215008,23.45,21.78,29.06,30.78
215015,6.38,2.57,2.37,1.52
215029,11.55,0,0,0.34
215031,0,10.97,9.97,4.74
215051,7.59,12.17,4.39,4.9
215085,0,4.63,6.25,2.2
215090,0,4.8,5.58,1.18
215114,15.17,49.9,43.42,31.8
215160,26.38,27.78,25.34,22.16
215193,7.59,19.89,14.19,13.53
215194,21.2,33.61,59.31,39.57
215201,5,5.66,4.06,13.7
215210,0.34,0.34,0,0.68
215243,1.9,0,0,0.34
215257,5.34,5.32,2.2,1.86
215280,67.75,48.87,47.65,45.33
215303,0.34,4.46,5.24,6.26
215335,13.1,4.8,5.07,7.44
215351,27.24,100.82,84.48,74.41
215384,0.34,0,0,0
215387,11.72,38.75,38.19,47.86
215418,19.82,5.32,2.53,3.21
215436,21.03,15.26,12.84,13.53
215445,16.72,34.64,39.88,32.3
215446,0.86,0.69,0.51,1.01
215449,226.18,119,92.76,110.44
215456,0.86,0.51,0.51,0.34
215472,19.48,19.2,26.02,81.52
215474,5.86,11.32,10.48,11.33
215476,19.14,12.35,10.31,16.91
215493,0,0,0,0.34
215494,4.31,9.26,8.79,6.6
215512,10.52,15.95,8.62,12.01
215615,57.06,27.95,41.73,41.6
215627,11.72,1.03,0.68,2.2
215632,30.86,0.34,0.84,1.52
215653,7.07,12.69,10.64,3.04
215654,0,0.34,0,0
215690,38.79,31.55,22.64,27.74
215693,9.65,2.06,1.69,2.54
215705,6.72,1.54,0.84,1.01
215707,3.96,6.34,5.91,3.38
215708,3.96,13.55,11.15,14.04
215748,13.62,17.83,13.35,8.96
215751,98.43,32.41,39.37,48.37
215772,0,0.51,0,0.51
215789,4.83,18.86,14.7,20.46
215798,16.72,1.54,1.01,3.55
215814,3.79,4.12,5.74,6.26
215819,7.93,10.63,16.73,9.64
215821,2.93,0,0,0
215890,0,0,0.51,0
215900,0,0.34,0.51,0.51
215928,0,0,0,6.43
215929,0,0.69,1.18,1.86
215951,3.28,1.37,0.68,2.03
215999,1.55,0.86,0.68,0
216001,18.96,12.52,12.84,11.33
216011,5.69,10.46,15.88,33.66
216019,1.55,0.69,0.68,19.79
216028,0,1.37,0,0
216033,0,0,0,0.51
216049,0,1.54,0.68,1.01
216080,6.03,29.15,29.74,19.45
216119,6.9,46.3,50.69,34.16
216134,4.14,6.52,4.39,4.74
216136,15.69,12.86,9.12,20.46
216148,26.03,12.52,16.05,7.1
216150,152.22,166.32,114.73,137.5
216151,16.38,19.89,22.81,23.85
216152,0,27.78,25.01,21.82
216154,11.72,14.23,8.11,10.49
216156,50.34,77.85,60.66,69.17
216157,52.75,65.5,55.08,41.77
216161,9.83,5.32,4.39,3.04
216166,0,0.34,0.84,0.34
216169,180.32,210.73,197.69,195.68
216177,0.86,0.51,1.69,0.85
216188,0.34,0.51,0,0.68
216190,45.34,18.86,25.18,28.58
216197,118.26,88.48,95.8,91.66
216198,53.27,1.37,2.87,2.88
216225,0,0.34,0,0
216227,16.03,25.38,15.71,22.49
216233,6.55,15.77,17.23,20.29
216238,23.1,9.09,11.15,13.02
216274,2.24,4.8,3.72,2.03
216285,0,6.34,7.94,11.84
216292,3.1,4.12,4.39,2.54
216344,40.17,24.69,17.74,15.22
216345,16.55,8.57,12,7.78
216350,13.27,0.34,0.34,4.4
216363,18.27,12,19.94,11.84
216395,12.58,5.32,3.21,8.12
216438,5.86,19.38,30.58,14.21
216439,0,0,0,0.34
216440,46.37,25.03,15.21,11.33
216441,2.07,2.23,2.03,5.07
216443,70.51,77.67,89.04,71.54
216445,18.96,0.34,0.34,2.2
216456,0,0,0.51,0
216459,6.21,7.72,11.49,8.63
216505,18.45,5.83,6.59,8.12
216516,7.76,14.57,16.56,16.74
216527,37.58,41.49,27.54,41.94
216543,3.1,11.15,10.48,8.96
216549,27.41,15.6,18.75,19.28
216551,29.31,24.35,22.47,25.71
216558,136.02,44.75,41.56,65.28
216560,4.65,14.06,25.51,13.36
216565,1.72,2.06,4.06,3.72
216578,7.76,12.17,15.38,15.22
216613,0.52,3.43,1.18,1.52
216616,6.38,4.29,6.93,13.7
216618,26.89,27.78,33.12,21.82
216635,0.34,0.34,0,0.34
216643,0.34,0,0.51,4.23
216705,156.88,155.69,158.49,162.19
216724,13.62,13.89,15.71,16.57
216725,130.5,0.51,0,0.51
216739,0,2.74,2.53,0.34
216742,5.69,4.12,2.7,2.03
216760,17.93,22.63,17.74,22.32
216766,4.31,17.66,12.84,9.3
216767,22.58,35.49,27.71,36.87
216792,2.93,2.23,4.39,2.88
216795,0.86,2.23,1.35,1.01
216799,0.52,0,0,0
216805,66.2,27.43,26.19,22.83
216810,52.75,35.49,36.66,37.38
216820,11.03,13.03,7.6,13.7
216821,29.65,30.69,26.36,34.33
216825,54.99,72.19,64.54,63.59
216829,48.79,31.55,49.68,39.24
216831,2.59,1.71,1.52,1.52
216835,0.34,0,0,0.34
216846,1.03,2.91,0.51,2.88
216848,18.1,64.99,55.76,72.22
216850,8.79,16.12,16.39,16.07
216853,2.76,18.86,12.84,10.82
216856,4.31,9.43,12.17,12.68
216858,72.58,3.77,3.89,3.38
216859,3.62,0.51,0.34,1.52
216860,21.89,56.75,48.15,46.68
216867,0.34,0,0,0.51
216869,5.86,15.6,13.52,7.95
216871,0,0,0,1.86
216873,28.27,47.67,35.14,37.21
216877,14.83,19.89,17.91,20.13
216881,2.07,6.17,9.12,1.35
216892,6.21,8.92,5.41,12.01
216963,3.62,5.14,8.62,2.71
216964,5.86,7.37,4.56,5.58
216965,34.82,46.47,40.72,30.61
216971,4.48,5.66,9.97,5.41
216974,1.38,0.69,0.34,1.35
216984,3.1,0,0,0
216987,11.21,17.66,15.71,15.05
217011,9.31,32.58,27.37,31.46
217012,0.34,11.83,7.94,15.9
217026,6.03,11.66,12.84,17.08
217030,3.45,2.91,1.18,3.04
217031,3.28,11.15,9.29,9.3
217038,6.03,5.32,6.76,5.41
217039,23.1,26.41,20.61,22.66
217057,28.1,52.47,58.46,50.91
217069,57.75,9.77,5.07,16.24
217082,0.34,0.69,0.68,3.89
217109,25.34,31.38,30.24,32.81
217116,0.34,0,0,0
217119,6.9,15.43,12.17,12.52
217122,0,0,0,0.34
217124,53.27,60.36,69.78,60.55
217127,2.59,1.2,0.51,0.68
217138,0.52,0.51,0,2.2
217140,2.59,13.72,11.15,11.33
217149,19.65,2.74,4.22,4.74
217151,1.03,0.51,0.51,0
217154,11.55,0,0,0
217166,7.24,1.54,0,1.52
217169,18.1,3.6,2.2,2.2
217194,2.24,0.51,0.51,0.34
217198,2.93,1.37,1.69,2.54
217201,6.38,4.97,5.74,5.24
217203,60.85,0.34,0.84,9.3
217207,20.17,31.04,25.01,27.06
217212,0,1.37,1.69,5.07
217214,0,0,0,0.51
217216,3.62,11.15,7.94,7.1
217218,64.13,129.63,117.26,109.93
217219,0.52,4.97,11.83,6.76
217232,43.1,60.87,52.72,48.37
217262,0,0.34,0.34,0
217265,11.03,0.86,1.69,1.35
217294,0,0.86,0.34,0
217302,0,0.51,0,0
217303,4.65,2.4,1.01,1.86
217304,0.52,0,0,0
217305,0.52,0.34,0,0.51
217306,0.69,0,0,0
217310,3.62,0.86,3.55,1.86
217316,3.1,0,0,0
217325,8.27,4.12,1.35,4.06
217331,8.45,9.09,9.63,6.76
217333,1.38,4.8,2.37,4.23
217335,6.38,20.23,14.87,8.79
217337,49.65,47.84,34.98,49.05
217340,9.65,12.35,12.33,10.82
217341,1.21,0,0.51,0
217342,31.03,19.89,13.69,20.46
217344,3.28,1.89,1.01,1.69
217351,12.58,50.07,42.92,37.88
217353,4.31,1.54,1.69,1.52
217356,11.89,3.26,2.03,3.04
217364,16.03,3.43,3.21,2.03
217365,53.96,54.01,49,53.78
217366,2.07,4.8,5.58,3.21
217369,1.03,0,0,0
217370,67.06,43.55,68.26,73.91
217371,0.34,0,0,0.51
217378,1.9,3.26,1.52,2.71
217379,16.2,5.49,6.08,10.65
217410,3.28,25.72,33.12,17.59
217430,5.17,1.03,1.01,1.18
217431,0.86,1.37,3.89,3.04
217449,28.96,23.66,22.47,30.27
217463,16.72,12.35,9.97,11.67
217473,16.2,21.6,35.48,35.18
217517,0.34,15.6,11.83,8.12
217558,6.55,39.95,33.45,33.15
217578,0.34,0.34,0,0
217588,4.48,12.69,5.07,5.75
217593,4.14,27.43,31.43,33.66
217615,38.1,28.12,26.36,32.47
217648,1.21,0.86,1.18,2.03
217653,5.86,48.52,43.42,33.99
217664,51.2,19.55,24.16,27.74
217666,5.34,10.29,6.25,10.82
217682,2.76,1.71,1.35,1.52
217684,29.65,16.29,17.91,22.32
217692,29.31,16.46,16.22,17.08
217695,4.65,1.03,1.69,0.68
217705,0.52,0,0.34,0.51
217707,3.62,12,9.12,12.18
217708,6.03,11.49,11.32,7.27
217715,27.93,42.52,42.92,37.04
217716,5.86,4.97,6.08,4.9
217718,45.34,48.52,45.28,60.38
217721,8.96,1.03,0,2.71
217732,18.27,27.61,20.95,17.42
217733,2.76,3.43,6.25,6.93
217734,7.76,12,7.1,8.79
217737,119.98,115.91,164.91,157.96
217779,4.83,6.86,4.06,3.04
217827,7.24,9.6,8.45,5.24
217830,4.31,0,0,0.85
217835,21.2,4.12,6.08,7.27
217837,125.84,8.92,12.17,6.26
217845,0.34,0,0,2.37
217847,0,0,0,4.4
217864,7.41,3.26,4.06,4.57
217866,37.75,39.27,32.44,28.41
217869,0.34,0,0.34,1.18
217882,51.03,22.63,14.36,20.29
217887,1.72,0.34,0.51,0.34
217893,39.82,42.01,45.62,27.57
217935,17.76,12.86,22.98,16.07
217944,2.07,1.2,1.18,0.68
217946,3.45,16.12,17.23,16.07
217980,32.06,27.78,21.8,16.4
217995,26.03,51.78,47.31,42.28
218035,23.1,20.06,23.32,18.43
218038,0,0,0,0.85
218100,9.83,30.18,29.06,33.49
218121,1.9,1.71,0.68,1.69
218138,5.34,4.12,2.2,4.23
218194,43.96,6.34,6.93,4.74
218203,7.24,4.12,6.25,11.16
218210,67.06,102.36,93.1,88.96
218214,18.45,15.95,18.08,13.53
218215,3.96,1.03,0.68,1.86
218232,2.59,8.92,9.29,10.49
218236,236.86,105.62,101.04,118.72
218271,6.03,2.91,2.03,3.04
218294,11.03,47.67,29.91,27.23
218311,1.21,1.71,1.86,0.85
218314,2.76,1.37,3.04,1.69
218333,10.86,24.35,19.09,14.71
218335,71.89,46.81,39.03,50.74
218341,7.07,12,16.73,17.08
218343,0.86,0.34,0.51,0.85
218397,15.69,26.58,22.64,22.16
218441,5.69,4.12,5.58,5.24
218442,47.23,57.96,54.24,64.44
218454,30.34,10.12,8.79,12.68
218460,9.65,11.15,12.5,10.15
218461,0,0.69,0,0.34
218476,2.24,0.51,0.34,2.2
218490,96.71,125.17,157.98,136.48
218503,31.89,42.35,44.44,43.8
218506,0,1.03,0.84,0.68
218518,2.93,3.09,3.38,3.89
218543,13.62,36.01,31.09,23
218544,0,0.86,0,0
218581,4.14,31.89,42.41,25.54
218613,11.89,31.55,22.13,21.31
218629,0,0.51,0,1.52
218630,1.21,0.69,1.52,0.51
218639,23.79,20.4,22.64,26.04
218693,9.65,56.93,70.29,55.64
218699,20.34,2.06,3.55,2.37
218734,8.96,5.49,5.24,8.63
218756,3.79,12.35,10.98,6.09
218763,0,0.34,0,1.01
218772,6.03,39.09,35.82,31.46
218793,22.07,11.49,11.83,17.08
218811,59.13,64.13,45.28,43.13
218820,8.45,79.73,70.29,67.31
218832,9.31,7.54,7.77,8.96
218850,7.41,9.77,5.91,7.1
218865,18.79,0,0,1.35
218885,6.21,6.52,9.97,7.61
218914,33.44,21.09,24.33,23.17
218952,103.95,103.39,83.97,88.62
218973,8.1,23.49,22.47,23.68
218975,48.96,120.37,102.05,80.16
218977,6.72,15.09,18.08,14.21
218989,8.96,10.8,15.38,16.4
219022,6.9,14.92,11.83,8.46
219024,1.21,4.97,2.87,1.86
219026,0.34,0,0,0
219072,14.83,15.26,8.11,16.57
219094,6.03,6,4.9,5.24
219103,6.72,11.15,10.98,10.15
219105,2.59,6,5.91,2.71
219114,6.55,11.66,7.43,9.81
219132,31.72,0.34,0,1.01
219134,1.9,23.15,19.6,17.93
219135,8.96,5.83,3.89,2.37
219140,7.07,9.77,9.8,4.06
219148,0.86,5.32,5.41,1.35
219149,0,0,0.34,0
219150,0.86,0,0.34,0.34
219151,3.1,12.35,14.87,13.7
219158,10.34,26.06,23.99,19.96
219181,6.9,32.58,21.8,17.42
219189,11.38,9.43,8.45,9.81
219228,2.93,2.23,1.69,1.86
219249,2.59,7.03,9.8,5.07
219257,0,1.03,0.68,0
223227,0,7.89,14.19,1.18
223254,3.62,10.97,7.94,9.47
223255,47.75,22.8,18.25,24.02
223262,1.21,0,1.18,0.34
223267,11.38,9.09,8.96,12.68
223272,2.76,0,0,0
223332,0,0,0,0.34
223337,0,0.51,0.84,0.68
223433,2.93,1.54,1.52,1.01
223435,51.03,49.21,45.45,41.6
223453,163.43,24.01,16.39,34.16
223455,15.34,22.63,26.7,23.85
223473,2.07,0.51,0.51,0
223499,44.3,59.33,56.26,50.74
223513,0,1.03,0.34,1.01
223527,45.86,53.15,65.9,50.74
223593,53.96,38.58,32.78,45.33
223601,51.54,44.92,44.78,41.77
223626,0.69,0.86,0.34,0.85
223631,0,0.34,0.34,12.85
223642,4.65,6,7.27,5.24
223646,0.86,0.51,0.34,0.68
223648,1.03,2.4,2.53,1.18
223649,5.86,16.63,16.9,7.61
223650,15.17,1.2,0.68,0.85
223658,51.72,12.69,12.67,22.49
223664,15.34,18,13.35,16.07
223665,8.1,11.66,9.97,8.63
223666,5.52,18.52,15.04,7.27
223669,0.86,4.46,5.41,3.21
223672,37.24,0,0,0
223690,32.93,45.27,49.17,42.62
223691,62.92,203.19,129.43,95.55
223693,69.99,43.21,59.64,64.44
223696,63.78,53.15,90.56,44.31
223697,0.69,0.51,1.35,1.18
223701,13.79,12.17,11.15,9.47
223722,13.62,24.18,39.03,28.07
223723,37.24,34.46,21.8,26.55
223726,0,4.8,5.74,2.2
223732,1.9,18.69,13.35,10.99
223739,13.1,8.74,6.42,6.76
223752,1.9,6.17,4.9,4.06
223753,47.92,5.83,3.72,3.21
223754,15.69,8.57,6.25,8.12
223770,47.58,68.59,71.98,53.61
223773,12.07,31.21,29.4,20.63
223774,21.38,20.58,24.16,28.41
223775,33.27,27.43,20.11,23.34
223776,6.55,8.74,10.98,7.1
223780,0,0.51,0,0.51
223827,15,32.06,28.72,22.83
223828,30.34,42.69,42.07,34.84
223838,0,6.17,5.07,4.74
223843,0,0.51,0.84,0
223864,6.21,1.54,1.35,1.69
223870,17.76,22.98,27.88,14.04
223881,1.38,1.2,2.03,1.18
223917,0,0.34,0,0
223918,3.45,3.09,3.38,1.86
223920,0,0,0,0.34
223921,15,28.98,25.18,23.34
223927,0,0,0.34,0
223970,12.24,20.4,20.11,22.66
223978,5.69,6.17,7.77,11.16
224008,7.76,13.2,9.46,13.19
224014,1.55,1.37,2.7,1.69
224019,5.52,1.37,2.37,3.72
224020,23.62,31.89,54.74,42.62
224022,1.03,0,0,0.51
224023,30.86,16.29,15.54,15.22
224024,4.31,9.43,9.97,11.33
224044,1.03,0,0,0
224045,28.27,45.27,36.33,28.75
224065,0,0,0.68,0
224079,0.86,0,0,0
224088,54.99,33.78,34.47,33.15
224090,0.52,10.46,5.41,6.09
224092,27.41,45.44,40.38,60.04
224093,15.52,8.57,8.28,6.43
224105,40.86,35.84,42.24,30.1
224109,3.45,1.71,1.18,4.9
224111,46.89,116.6,109.83,86.93
224129,0,1.2,1.69,1.52
224132,61.89,32.24,44.44,35.85
224139,23.96,10.29,9.8,9.98
224143,6.21,20.92,16.73,10.99
224170,14.83,72.36,61.67,71.54
224171,9.48,58.64,62.85,43.97
224180,0.34,0,0,0
224224,24.31,123.11,209.01,190.09
224250,21.38,17.66,15.04,10.15
224273,25.86,15.26,15.88,17.93
224318,0,0,0.34,0
224405,0,0.34,0,0
224419,0.69,0,0,0.85
224432,5.69,14.06,9.12,8.46
224440,2.41,5.14,3.21,3.38
224454,4.31,1.03,0.51,0.51
224481,11.89,13.55,19.94,26.38
224523,1.38,1.2,0.68,2.54
224530,2.41,7.72,5.74,7.78
224585,4.83,12.69,11.32,10.65
224598,2.59,1.71,1.18,2.37
224613,2.59,4.29,4.22,3.55
224617,2.41,2.91,1.52,1.86
224619,49.13,64.81,68.6,48.54
224624,15.34,12.17,12.67,10.32
224630,11.21,17.83,16.56,20.63
224640,30,36.35,23.82,23.17
224647,51.2,42.18,27.37,35.01
224648,7.59,22.63,17.23,14.21
224650,16.72,11.83,18.25,9.13
224656,5,15.26,13.85,13.19
224671,42.41,38.92,52.89,62.24
224674,3.1,0.34,0.68,0.85
224691,7.93,14.57,14.19,13.87
224694,0,1.89,0,1.18
224703,1.72,0.86,0.84,0.85
224705,16.72,25.89,21.12,15.56
224727,69.47,210.22,141.76,110.44
224742,29.31,54.87,35.82,36.53
224792,164.12,7.89,9.12,17.25
224794,8.62,3.94,4.73,7.27
224796,51.54,1.03,0.34,6.76
224805,0.86,2.23,2.37,2.71
224807,13.79,27.26,27.37,23.34
224813,2.59,1.2,1.18,0.85
224814,1.72,3.43,1.86,4.74
224823,2.41,0.51,2.2,3.04
224824,11.72,14.4,10.98,8.79
224826,22.58,18.86,19.26,18.27
224829,0.69,1.2,1.01,1.01
224833,44.65,3.09,3.72,7.44
224836,8.45,3.6,3.04,6.43
224840,1.03,0,0,0
224860,1.9,10.46,5.24,7.27
224893,2.24,5.49,3.55,2.88
224897,13.62,18.18,14.36,18.6
224902,16.03,25.38,14.02,22.32
224903,33.79,77.5,83.47,82.36
224904,60.16,37.38,37.51,55.64
224907,4.31,3.26,3.21,3.21
224912,10.86,2.91,2.2,4.23
224938,55.51,34.98,35.31,44.48
224997,0,0.34,0.34,0
225010,1.55,2.57,1.35,3.04
225020,25.51,8.23,6.42,11.5
225027,79.99,332.3,262.57,221.21
225028,0.69,0.34,1.35,1.18
225049,5.17,2.4,1.18,3.21
225055,26.72,39.78,51.36,40.42
225058,0,0.86,0.34,0.34
225115,33.27,49.9,42.24,75.09
225131,25,42.35,39.71,33.49
225160,44.3,44.07,63.36,45.49
225164,0.69,1.2,1.35,0.68
225182,5,15.95,13.18,10.99
225187,2.24,1.89,3.89,6.26
225207,0.69,26.41,15.88,13.7
225215,27.24,54.7,49,36.7
225266,0.69,1.71,2.37,2.37
225280,8.27,6.17,6.08,9.13
225283,21.38,61.21,66.06,53.1
225288,4.65,10.97,10.14,12.68
225289,2.76,8.06,7.43,7.95
225326,11.55,19.72,13.52,13.19
225339,4.48,3.6,2.53,3.21
225341,45.17,0.69,0,0.34
225348,34.31,69.61,60.83,55.47
225358,5.69,2.06,2.2,2.88
225362,3.79,4.8,5.74,2.88
225363,274.27,272.97,280.31,242.52
225372,1.03,2.06,2.7,2.2
225392,0.34,0.51,0.51,0
225432,24.82,55.04,44.78,42.79
225467,3.28,10.12,7.6,6.26
225471,0,0.34,0,0.85
225518,0.34,1.2,0.84,1.35
225523,5.17,9.77,8.62,9.13
225579,1.03,0,0.51,0.34
225583,0.86,5.32,5.41,3.21
225594,0.86,0.34,0,0.34
225608,2.41,2.74,1.35,3.38
225631,0,11.32,13.52,3.72
225638,0,3.09,1.69,6.09
225642,0,0.34,0,0
225651,0,0,0.34,0
225655,0.34,6.69,11.49,3.38
225659,6.21,23.15,22.64,13.7
225724,1.03,2.06,3.21,1.69
225743,0,27.78,17.91,6.76
225745,12.41,22.63,24.84,31.46
225791,12.93,18.35,17.23,13.87
225825,0,0,0.34,0.34
225845,59.47,18.35,15.21,33.82
225849,10.86,4.29,5.91,2.71
225861,1.03,0.51,0.51,1.01
225870,11.21,1.71,1.69,2.88
225872,0,0,0,0.34
225875,7.59,32.24,29.23,28.75
225876,19.14,42.35,44.78,41.6
225884,0.34,0,0,0.34
225887,20.51,28.63,21.29,24.02
225888,46.37,52.64,46.63,52.94
225895,4.83,10.63,12.33,6.09
225896,66.2,123.45,96.31,47.86
225898,20.86,21.09,12,12.52
225908,1.03,35.15,25.68,62.58
225912,27.24,12,9.8,11.84
225913,7.76,8.74,5.24,8.79
225929,14.65,21.09,23.49,16.07
225994,4.48,0.86,0.51,1.18
225995,4.65,14.23,19.77,8.79
225997,3.79,0.51,1.01,0.68
225998,1.38,0,0,0
226016,12.41,30.35,22.98,17.08
226025,0.86,0.51,0,0
226026,5,10.8,6.59,3.55
226040,34.31,0,0,0.85
226041,1.55,6.69,7.6,18.77
226043,6.21,6.86,7.27,5.58
226049,0.52,7.03,3.04,2.71
226089,7.07,8.74,6.42,7.78
226090,23.1,26.23,18.42,15.05
226098,1.03,5.32,5.58,6.93
226101,182.39,1.71,2.53,7.44
226105,0,0,0,0.68
226122,2.93,1.03,1.69,3.55
226123,2.59,18.18,12.17,11.84
226139,17.93,16.63,16.73,21.31
226143,0,0,0,0.85
226144,35.51,24.18,21.46,20.8
226151,22.58,40.98,28.39,30.1
226153,9.48,16.63,18.25,13.7
226154,21.55,29.66,31.76,23.34
226162,5.86,14.06,13.85,9.47
226169,12.93,19.2,20.61,12.01
226178,30.86,14.57,11.66,19.11
226180,0,3.43,4.06,0.68
226182,7.07,21.78,19.94,19.96
226243,0,1.89,0.34,30.78
226250,62.06,0.86,1.01,1.52
226251,17.76,11.49,11.49,14.38
226252,49.13,31.89,32.1,35.85
226255,20.17,6.86,3.04,6.09
226265,0.52,0.34,1.01,0.34
226351,15,13.2,7.94,12.18
226352,5.34,9.77,9.12,8.79
226359,25,0.34,0.34,0
226407,21.38,13.89,8.45,13.53
226409,3.1,17.15,17.23,13.7
226412,17.24,41.84,43.76,27.23
226413,0.34,0,0,0.34
226414,50.34,114.02,96.65,83.21
226418,2.24,1.54,3.21,3.04
226419,3.96,7.89,9.97,6.93
226421,2.59,0.51,0.51,0.51
226422,8.96,1.03,1.35,2.71
226432,61.54,155.52,168.96,143.25
226442,10.34,52.13,47.31,38.56
226470,11.89,16.63,22.98,13.36
226499,25.86,18,16.05,20.46
226517,35,73.73,61.67,41.44
226518,1.03,1.54,2.7,0.34
226519,180.67,25.21,19.94,19.28
