Gene,c,c,d,d
245128,0.754824,0.239938,0.648734,0.466253
14964,0.993705,0.490261,0.15748,0.547652
14726,0.49766,0.365946,0.234003,0.440063
66898,0.463069,0.132655,0.127555,0.385882
17684,0.253705,0.240367,0.343894,0.076932
19228,0.314696,0.182939,0.119583,0.271358
14148,0.367635,0.093926,0.008408,0.068056
94242,0.292772,0.189968,0.013909,0.109335
76630,0.448639,0.076439,0.390898,0.10793
54601,0.087898,0.137075,0.196282,0.307617
18126,0.066768,0.049092,0.640466,0.039628
231507,0.431765,0.650174,0.068428,0.884605
20671,0.236693,0.464129,0.422543,0.35269
19142,0.066768,0.612492,0.725355,0.291166
16007,0.31656,0.49332,0.129588,0.116208
71774,0.218771,0.786932,0.201272,0.156293
12142,0.461628,0.569924,0.289144,0.860837
14425,0.339787,0.555829,0.182945,0.03035
26570,0.832303,0.167487,0.503269,0.431993
77037,0.481806,0.585691,0.205621,0.31087
380669,0.514227,0.690584,0.488513,0.446861
12839,0.199043,0.737281,1.032704,0.332048
16874,0.066768,1.225302,1.039844,0.400285
13175,0.150184,0.348965,0.930141,0.484059
78388,0.273219,0.692295,0.870355,0.899135
212712,0.412543,0.46763,0.934324,0.175313
12351,0.474853,0.043471,0.827332,1.366532
235283,0.481806,0.186595,0.478178,1.223407
17748,0.072744,0.175108,0.254364,1.143237
17750,0.215684,0.092704,0.271006,1.403594
108098,0.254226,0.550022,0.19673,0.839889
20229,0.465453,0.39648,0.322697,1.199639
652925,0.424218,0.217292,0.443803,0.997847
231571,0.114863,0.023097,0.912075,1.062471
56397,0.214591,0.145036,0.447876,1.008511
20908,0.145939,0.206319,0.412321,1.391007
19652,0.001603,0.370329,0.410368,1.036213
73824,0.086134,0.290564,0.470565,1.474368
69941,0.175802,0.053355,0.803718,1.091617
108653,0.031839,0.251049,0.012398,0.806889
20520,0.072635,0.197745,0.111606,0.638444
106344,0.113311,0.008994,0.058753,0.812986
73736,0.022465,0.240247,0.084288,0.969595
68735,0.010692,0.031364,0.22873,0.635556
69792,0.037849,0.198605,0.119925,0.820774
69713,0.171489,0.14038,0.065662,0.747537
68999,0.086041,0.076439,0.150346,0.483407
56615,0.155624,0.168231,0.168392,0.509079
66061,0.380429,0.425773,0.075403,0.775049
22156,0.291642,0.292168,0.495127,1.093639
319371,0.128169,0.105168,0.057414,1.21563
239167,0.360653,0.790295,0.737534,1.269211
17178,1.130899,0.768317,0.24137,0.223407
21420,0.824567,0.679103,0.874107,0.577044
13014,0.212309,0.249554,0.242413,0.80261
110310,0.04669,0.612492,0.42456,0.573904
217169,0.066768,0.764495,0.032784,0.445799
71962,0.307776,1.191916,0.359534,0.725907
270192,0.002638,0.62898,0.037606,0.638444
229474,0.329803,0.439009,0.522431,0.631065
19817,0.782975,0.686492,0.203896,0.88237
73167,0.504889,0.721108,0.231246,0.612819
16669,1.114897,0.851966,0.38485,0.617505
16763,0.627884,0.580912,0.265465,0.361927
17965,0.468131,1.279379,0.618268,0.471334
21816,0.493947,1.086423,0.44295,0.338884
56460,0.018121,0.911015,0.412197,0.506341
98845,0.112092,0.759965,0.115115,0.554052
109332,1.245106,0.545924,0.684629,1.137677
233040,1.362224,0.76233,0.613579,0.159277
72269,1.651731,0.375999,0.103867,0.223407
434784,0.896843,1.361841,0.529459,0.978294
76509,1.144771,1.096903,0.562447,0.264049
100043489,0.87946,0.039038,0.367439,1.01482
110173,0.406301,0.591012,0.217312,0.397905
27027,0.670197,0.327135,0.219424,0.429156
545486,0.486624,0.087327,0.049272,0.156293
14131,1.25516,0.617007,0.647336,0.464415
15042,1.582325,0.637555,0.012236,0.540597
67182,1.26218,0.493252,0.026394,0.365426
19746,1.548568,0.127806,1.434836,0.843335
17444,0.337622,0.06952,0.525824,0.189332
22169,0.495111,0.169548,0.521822,0.487087
241525,0.518194,0.076439,1.417448,1.009254
11552,0.480719,0.685136,1.330703,0.282911
20533,0.622421,0.357783,1.132812,0.340718
11656,0.447346,0.157632,1.076068,0.155974
15122,0.877989,0.121723,0.907784,0.333868
209837,1.000346,0.11544,0.841564,0.158058
544763,1.131171,0.085832,0.745022,0.061135
13857,0.466266,0.46232,0.848701,0.238873
11433,0.903687,0.478401,0.900092,0.294781
232670,0.805127,0.446658,1.028143,0.254972
192663,0.810375,0.369963,1.202345,0.108738
77727,0.719107,0.656457,1.253649,0.148119
18770,0.962718,0.408398,0.74225,0.066209
56222,1.020154,0.662601,0.985163,0.061468
20741,0.104211,0.423572,0.985307,0.152212
13828,0.605177,0.361956,0.587445,0.143237
27028,0.697343,0.537792,0.663413,0.06109
67712,0.53871,0.614824,0.815972,0.001153
103711,0.559633,0.261179,0.220706,0.253058
13829,0.646643,0.288602,0.518643,0.002933
15199,0.32941,0.047716,0.561407,0.070673
66154,0.057078,0.208718,0.292343,0.019517
432582,1.086311,0.017953,0.476968,0.228208
66447,0.61193,0.089643,0.586205,0.294913
17025,0.117656,0.08706,0.540931,0.496485
22228,0.382382,0.26793,1.025705,0.543336
215512,0.2714,0.197955,0.867581,0.534135
228608,0.337853,0.184919,0.734535,0.428071
66124,0.578826,0.228105,1.008569,0.425656
14582,1.283729,0.37102,0.447821,0.272551
50765,1.053526,0.399999,0.614931,0.193033
16145,1.387798,0.172198,1.109019,0.073979
231832,1.798302,0.450563,0.862859,0.514638
16534,1.132904,0.534835,0.574933,0.036155
14630,1.146454,0.148267,0.436963,0.114463
432628,1.07619,0.280856,0.375671,0.483728
11423,1.288712,0.619082,1.038709,0.292293
68428,1.455857,0.369238,0.771311,0.325453
19743,1.200579,0.443684,0.68818,0.194552
12349,1.260424,0.127773,0.357094,0.264049
170812,1.150505,0.094371,0.596275,0.304729
23925,1.3853,0.018823,0.756273,0.00485
93966,1.154647,0.013596,0.533487,0.164687
78369,2.08851,0.250087,0.201661,0.223407
216781,1.066768,0.226124,1.072312,0.128066
110648,0.040147,0.122535,1.198908,0.519818
545551,0.392663,0.554486,0.763323,0.191631
74645,0.032767,0.197029,1.010757,0.026371
78252,1.422617,0.479954,0.897007,0.298369
11630,0.678203,0.641502,0.145793,0.71849
57890,1.161926,1.112063,0.326806,0.776593
18796,0.227233,0.076439,0.436702,1.017601
17476,0.418659,0.639375,0.074363,1.148562
22177,0.066768,0.28289,0.24137,0.740067
20905,1.289161,0.035797,0.032784,1.361556
12563,0.74484,0.366505,0.398912,1.519097
237979,1.18495,0.135537,0.784385,1.085142
14813,0.439812,0.076439,0.075403,1.159063
16971,0.717969,0.218095,0.066854,1.090918
12831,0.101831,0.475423,0.298104,0.849349
233651,0.337282,0.197953,0.115855,1.154166
23966,0.311292,0.3642,0.015094,1.265093
329628,0.363253,0.220249,0.093019,1.239941
16485,0.313683,0.548052,0.507528,0.956299
14268,0.680187,0.063615,0.103093,0.833006
14107,0.588513,0.184914,0.269973,1.010481
64817,0.651731,0.114293,0.267512,1.100756
241324,0.547097,0.174063,0.409602,0.669332
243961,0.715296,0.338599,0.075741,1.361556
240888,0.911117,0.323079,0.130792,0.801255
245666,0.481806,0.410858,0.064493,0.644803
330953,1.172261,0.265565,0.251556,0.798508
21923,0.320125,0.206652,0.510808,1.896838
16500,0.377108,0.010851,0.267249,1.361556
93703,0.282497,0.076439,0.232093,1.145827
100647,0.39651,0.480962,0.128736,0.106024
103967,0.170271,0.209705,0.35287,0.076565
100039795,0.192319,0.082618,0.167773,0.173002
17318,0.095545,0.046832,0.265002,0.009282
320974,0.000542,0.297957,0.288623,0.05621
232798,0.036606,0.141366,0.414273,0.257461
547127,0.152925,0.343275,0.736043,0.177691
212448,0.182246,0.438134,0.277896,0.398082
69017,0.159878,0.312603,0.464306,0.310025
100042539,0.024333,0.331219,0.653932,0.629036
320472,0.259413,0.231683,0.829019,0.38957
12571,0.396474,0.062764,0.381326,0.482146
545370,0.829269,0.188512,0.112294,0.942505
67911,0.304928,0.3091,0.172765,0.24054
12402,0.755682,0.043694,0.23877,0.469615
223922,0.729733,0.269084,0.232808,0.124516
18628,0.66113,0.116516,0.157319,0.07366
20975,0.731901,0.423361,0.27082,0.440726
101700,0.244306,0.076439,0.180829,0.611962
21752,0.383242,0.08862,0.095032,0.776593
239528,0.980718,0.207541,0.5442,0.855169
229542,0.809834,0.005211,0.203896,0.670171
231637,0.793008,0.027329,0.294681,0.650304
381022,0.658501,0.200976,0.250124,0.571034
208994,0.803734,0.032045,0.32229,0.361556
208727,1.196649,0.114913,0.061085,0.510313
218518,1.117394,0.320858,0.202236,0.017601
382118,1.026126,0.104133,0.42676,0.404624
78943,1.052269,0.312973,0.080089,0.408861
210162,1.512568,0.219017,0.469717,0.776593
209692,1.002638,0.046065,0.075741,0.232273
382066,0.884565,0.007625,0.109661,0.671624
239337,1.121216,0.413474,0.174616,0.532668
78309,1.379359,0.404014,0.049678,1.201091
66277,1.204272,0.217301,0.194065,0.017601
102626,0.203321,1.156609,0.592821,0.342051
19276,0.585308,1.324366,0.722104,0.808369
216881,0.651731,0.976903,0.478178,0.486441
219148,0.36375,0.620759,0.359534,0.393332
22146,0.103785,1.049088,1.040868,1.225099
18952,0.21361,0.220829,1.412776,0.367797
108015,0.015694,0.93442,0.385069,0.317162
93722,0.29625,0.854047,1.030226,0.001014
433408,1.124716,0.55037,0.695137,0.119571
57138,0.266077,0.076439,0.739806,0.638444
73094,1.166304,1.269084,1.137141,0.416052
19289,0.748616,0.782372,0.690853,0.875125
109594,0.289161,0.679635,0.981503,0.937058
50518,0.789234,0.601633,0.862859,0.776593
11846,0.929265,1.011024,1.80348,0.627017
13797,0.890738,1.139879,0.235902,0.046951
83557,1.208259,1.323026,0.96,0.144099
12409,0.329803,1.508524,0.447821,0.301409
15951,0.085235,2.678449,0.530283,0.283553
14972,0.830328,0.923561,0.81979,0.592169
15436,0.236624,1.013759,0.737328,0.039628
228770,0.066768,0.714108,0.653405,0.606668
74499,0.735944,0.963089,0.264957,0.128066
235604,0.25516,1.245489,0.246187,0.159922
329078,0.447805,1.426061,0.365359,0.135944
106763,0.295802,0.213942,0.274645,0.291166
110308,0.387263,0.0154,0.246464,0.558748
242620,0.5262,0.213942,0.137141,0.486441
242915,0.429338,0.864935,0.137141,0.236025
60597,0.467306,0.290564,0.184787,0.513559
626534,0.626196,0.339473,0.599824,0.098521
22152,0.967758,0.950229,1.024879,0.18987
22421,1.314696,0.764083,0.637792,0.651062
15361,0.862661,0.912032,1.199063,0.930819
245827,1.182246,0.447123,0.579066,0.840723
105439,0.192299,0.286131,0.509222,0.302662
17690,0.548207,0.429689,0.522862,0.71849
26757,0.18495,0.379241,0.432871,0.698591
69195,0.320525,0.203669,0.177732,0.163616
20394,0.929265,1.158026,1.097324,0.63909
14704,0.388696,0.670795,0.559467,1.009254
21407,0.699037,0.44963,0.277896,0.946518
20743,0.759856,0.601055,0.696472,1.426606
75607,0.914765,0.752891,0.599824,0.594049
240675,1.399344,0.419519,0.110669,0.388028
269437,0.856845,0.488346,0.284685,0.19842
65254,1.109837,0.483233,0.543717,0.329443
11784,0.311881,0.531244,0.277896,0.606668
56013,0.040147,1.203669,0.137141,0.056701
107934,0.611304,0.771558,0.710856,0.361556
20255,0.155624,1.245489,0.184787,0.776593
269116,0.289161,0.660527,0.725355,0.63909
269389,0.032767,1.001564,0.410347,0.702593
78784,0.295802,0.923561,0.277896,0.776593
20357,0.407805,0.35652,0.082693,1.209553
53883,0.900307,0.460589,0.414101,1.008767
13004,0.273219,0.29553,0.234828,0.914097
70433,0.129053,0.774418,0.454981,1.790948
18190,0.023429,1.001564,0.203896,0.702593
19734,0.070735,0.590986,0.810391,0.831041
73047,0.155624,0.473758,1.050486,0.812217
23934,0.710625,1.245489,1.014862,1.513559
207521,0.094076,1.040918,1.081499,1.206738
73072,0.049695,0.414547,1.170981,1.229105
269788,0.570662,0.923561,1.862859,0.969238
271305,0.066768,0.760062,1.33679,0.172522
101604,0.791134,0.146828,0.207531,0.144325
14048,0.750906,0.093486,0.564151,0.270713
171567,0.268912,0.063934,0.078646,0.13982
52245,0.022358,0.026076,0.241891,0.259412
72148,0.411904,0.233164,0.064385,0.247899
14725,0.502049,0.186595,0.40793,1.107631
22337,0.74484,0.321551,0.137141,0.927951
26754,0.920917,0.076439,0.045723,0.531529
21823,0.289161,0.463462,0.244056,0.522967
69698,0.295802,0.133022,0.114398,0.334438
21908,0.889891,0.181409,0.381326,0.550317
22061,1.092303,0.145953,0.246406,0.147084
26382,1.166304,0.018718,0.559467,0.938865
18092,1.536254,0.163902,0.692934,0.393332
110789,0.623162,0.555829,0.569128,0.076565
17762,1.106297,0.491845,0.534236,0.44797
268451,1.002638,0.270011,0.384396,0.004399
15229,0.896843,0.004289,0.364552,0.075308
17301,0.626196,0.076439,0.338775,0.343634
22215,0.181791,0.424183,0.851387,0.862446
52397,0.093799,0.541402,1.053483,0.946078
108829,0.405974,0.435382,0.831927,0.445799
109181,0.359161,0.542757,0.825852,0.66198
17847,0.378259,0.332744,0.776275,0.536055
229227,0.34877,0.348351,0.835113,0.610116
269254,0.413508,0.255036,0.845303,0.450584
217463,0.265715,0.360232,1.034241,0.669471
231464,0.206626,0.398367,0.469158,0.585274
214137,0.280301,0.334907,0.763142,0.431284
219181,0.194578,0.259425,0.841919,0.455303
22284,0.135105,0.441369,0.686232,0.583928
68268,0.169298,0.276208,0.668754,0.620478
234915,0.001403,0.521224,0.748576,0.545335
270163,0.126442,0.442149,0.88618,0.71517
58800,0.045541,0.227748,0.851739,0.65225
211673,0.174606,0.496876,0.806168,0.594501
93761,0.03533,0.44381,0.818216,0.572017
59079,0.013217,0.438809,0.805964,0.473794
59125,0.052775,0.377549,0.596949,0.473291
68770,0.076616,0.303849,0.829438,0.634039
104806,0.039547,0.18747,0.604131,0.437532
242291,0.210695,0.273649,0.616751,0.452171
211347,0.217548,0.160465,0.490516,0.618692
233726,0.091243,0.110268,0.623292,0.567976
77987,0.015194,0.227118,0.595369,0.553255
245622,0.293361,0.224538,0.682575,0.853157
67667,0.446182,0.122243,0.642377,0.823799
66756,0.29934,0.456343,0.7401,0.594003
75974,0.276356,0.52155,0.729549,0.386563
71900,0.428787,0.516389,0.572726,0.545335
338523,0.529503,0.123735,0.769975,0.671644
78619,0.462697,0.109606,0.688156,0.366998
108907,0.152419,0.572997,0.664175,1.069471
16784,0.126397,0.484125,0.683085,0.976052
18767,0.177157,0.669461,0.84595,0.852151
24017,0.072866,0.452744,0.876016,1.077759
56442,0.218664,0.563114,0.836908,0.940298
72154,0.384997,0.571204,0.898261,1.02271
13382,0.353866,0.426992,0.865008,1.082072
20916,0.237012,0.422529,0.868324,1.15614
208606,0.290642,0.258046,0.798624,1.157716
67979,0.18274,0.542103,1.017842,1.26532
74360,0.14725,0.417732,0.961111,1.196348
227095,0.082888,0.530349,1.10651,1.042835
69906,0.000679,0.556432,0.933608,0.997847
19070,0.042924,0.509233,0.873213,1.278185
20823,0.183713,0.377932,0.903889,1.336236
70047,0.331639,0.491476,0.840748,1.195662
17184,0.013496,0.491292,1.000154,1.212661
72611,0.076076,0.529261,0.943344,1.231444
93730,0.077261,0.394886,0.875844,1.205919
75540,0.114465,0.369635,1.074857,1.139749
208691,0.279407,0.061411,0.647972,0.713099
24015,0.126347,0.039142,0.43084,0.776402
235461,0.295802,0.376563,0.628994,0.878759
240255,0.290302,0.152388,0.664653,0.686379
16452,0.205931,0.205023,0.483317,0.744486
218914,0.04939,0.085541,0.625175,0.654336
76044,0.020278,0.299716,0.608345,0.672104
14359,0.038343,0.236461,0.64063,0.806768
16551,0.005804,0.287359,0.716379,0.763886
207958,0.249475,0.259178,0.783943,0.870209
76007,0.160506,0.376758,0.741532,0.754077
217232,0.113485,0.142781,0.712298,0.546877
26466,0.134734,0.312637,0.811741,0.67102
69605,0.063901,0.280311,0.615189,0.649672
242747,0.066768,0.304708,0.878223,0.663979
71148,0.054835,0.333881,0.790232,0.662657
218397,0.144021,0.221738,0.785449,0.662134
21974,0.067987,0.290771,0.850508,0.597352
19820,0.045184,0.257292,0.76189,0.73989
64602,0.118993,0.208799,0.662116,0.603366
544752,0.04614,0.195373,0.706355,0.728551
109333,0.005485,0.350546,0.719762,0.75837
67453,0.075084,0.45343,0.644979,0.906411
19046,0.186391,0.385127,0.628963,0.940467
53861,0.056881,0.227434,0.653325,0.939263
52615,0.073615,0.209046,0.665759,0.934149
69227,0.136729,0.222093,0.648031,0.964454
73467,0.165047,0.317447,0.789218,1.001014
14479,0.037982,0.197227,0.621509,1.003688
224171,0.244499,0.058021,0.753282,1.003046
105377,0.103748,0.255988,0.833564,1.043124
211253,0.201165,0.198429,1.094073,1.042835
22200,0.081734,0.249141,0.916832,1.162369
231279,0.165776,0.203551,1.049085,0.997847
22343,0.120876,0.114478,0.987889,0.931451
233058,0.07619,0.361841,0.563406,0.808369
15366,0.141692,0.216398,0.67866,0.967114
230257,0.230328,0.416215,0.651914,0.736782
27377,0.140971,0.288838,0.710948,0.694911
63985,0.082757,0.291047,0.672771,0.840154
67370,0.012507,0.280186,0.580271,1.005061
72465,0.068695,0.132424,0.647557,0.902127
22764,0.114646,0.209378,0.904968,0.958143
24135,0.194122,0.383494,0.879645,0.949232
22785,0.061768,0.400015,0.924335,0.991364
71865,0.095113,0.431975,0.888606,0.983502
52440,0.160265,0.385192,0.874435,0.851438
229663,0.083583,0.30294,0.852131,1.007891
72065,0.09186,0.356256,0.748217,0.997923
73274,0.090568,0.515991,0.77041,1.030762
83493,0.027075,0.424668,0.714951,1.043548
68145,0.141144,0.638753,0.796554,0.953615
83946,0.059635,0.652489,0.890671,0.991683
100043772,0.337126,0.269084,0.778247,0.929122
320940,0.2518,0.267382,0.708429,0.879191
12662,0.33163,0.26677,0.97068,1.157173
18704,0.331892,0.50215,1.030958,1.080895
626848,0.589447,0.3226,1.120267,0.967067
238722,0.111162,0.476977,0.622568,0.827478
22709,0.081719,0.385389,0.625641,1.307065
69930,0.005988,0.088614,0.71393,0.97012
104271,0.066768,0.384561,0.992751,0.73798
212281,0.005368,0.676831,0.752801,1.010678
67171,0.101897,0.56303,0.77806,1.215233
408068,0.066768,0.543565,0.634641,1.223407
241989,0.21361,0.584234,0.837581,1.017823
668923,0.516571,0.938935,0.765172,0.9339
70676,0.176686,0.726496,0.692202,0.778468
237411,0.187805,0.883794,0.800106,1.512913
12848,0.111414,0.714213,0.873625,1.557805
76983,0.168108,0.68216,1.021664,1.350344
76131,0.220358,0.699876,1.100949,1.705115
212276,0.140827,0.821625,0.84916,1.474946
56726,0.155461,0.684238,0.999171,1.430791
67980,0.147356,0.979142,1.147558,1.314555
67607,0.411279,0.639706,1.250961,1.337227
22643,0.179035,0.40168,1.301528,1.52193
20585,0.165757,0.531634,1.117619,1.324493
236790,0.142373,0.398367,0.908872,1.381555
240034,0.061965,0.348518,1.2294,1.506714
381066,0.038571,0.411423,1.095562,1.443455
245595,0.072956,0.631407,1.154843,1.468519
67988,0.025898,0.610775,1.147762,1.446814
227099,0.087144,0.47107,0.899813,1.105225
81003,0.19215,0.594906,1.146856,1.213626
60599,0.141818,0.424362,1.133037,1.23565
73451,0.137158,0.472368,1.211142,1.118437
58799,0.084664,0.689416,1.022371,1.337578
75619,0.204534,0.4975,1.037174,1.436282
224598,0.2571,0.825631,0.849339,1.207977
18139,0.030212,0.502997,0.939078,0.926756
20843,0.047153,0.571804,1.046718,1.146955
72020,0.270641,0.541731,0.953695,1.11732
19889,0.173546,0.541662,1.07185,1.171412
11855,0.070089,0.641971,1.083065,1.266192
51869,0.079696,0.525398,1.158366,1.471927
22720,0.061816,0.52859,1.086935,0.997486
74159,0.111411,0.371516,1.047438,1.155318
71710,0.224069,0.444171,1.096689,1.02791
330544,0.016142,0.336001,1.032891,1.006783
76464,0.18251,0.521439,0.949002,0.880262
19386,0.104868,0.195738,0.844387,0.706824
213993,0.066768,0.361841,0.970031,0.757385
94192,0.031317,0.43552,0.923435,0.598698
218850,0.12997,0.395563,0.838658,1.064383
630836,0.239893,0.360232,1.198542,0.947772
216238,0.175524,0.330756,1.041325,1.102609
26885,0.199602,0.335227,1.100336,0.987016
56274,0.099196,0.55935,1.01033,0.743599
16573,0.086726,0.454852,1.050078,0.998772
245631,0.126612,0.516308,1.018878,1.015414
226551,0.142238,0.222988,0.94838,0.913339
30046,0.148388,0.330671,0.971029,0.944276
67230,0.105501,0.279972,1.058531,0.9339
224088,0.172394,0.188987,0.667431,0.720907
544971,0.007559,0.217685,0.735779,0.71471
226026,0.063547,0.492234,0.873501,0.840342
319277,0.090306,0.312947,0.950325,1.019873
56291,0.253082,0.392081,0.788505,0.95251
72128,0.015694,0.377228,1.204404,0.646618
77733,0.083372,0.191916,1.033305,0.638444
217558,0.021588,0.22328,0.96786,1.113715
56217,0.048396,0.368021,0.85505,0.773126
77652,0.024862,0.149812,0.815213,0.86977
57438,0.1246,0.619723,1.517325,1.318101
71675,0.066768,0.286474,1.240977,0.990208
329575,0.569269,0.731303,0.867955,1.061135
231986,0.10112,1.076439,0.867955,0.713212
245671,0.082095,1.017545,1.016847,0.486441
319901,0.082095,0.929598,1.065588,0.922653
66795,0.130269,1.128906,1.215144,0.555982
382985,0.318307,0.895867,1.165156,0.550982
74365,0.241354,0.813405,0.459069,0.445799
18783,0.16913,0.572396,0.881486,0.629167
384763,0.11049,0.375999,1.109127,0.965911
12448,0.05743,0.297168,0.342816,1.027434
241322,0.100716,0.010439,0.528566,0.893258
237211,0.16886,0.089495,0.188672,1.078672
12763,0.252659,0.076439,0.753185,0.793546
11797,0.261939,0.100026,0.595131,0.681397
66602,0.463491,0.069618,0.304039,0.817414
240614,0.177986,0.217301,0.729483,0.882863
71151,0.151085,0.106601,0.876137,0.841844
67121,0.249932,0.426936,0.875909,1.004767
70415,0.090165,0.202839,0.642298,0.774367
243574,0.036711,0.32632,0.633099,0.758184
68281,0.175703,0.252869,0.566826,0.856625
107371,0.408811,0.065551,0.381067,0.753087
77593,0.520008,0.181326,0.372316,0.722285
68121,0.412628,0.226186,0.722104,0.845459
407786,0.548314,0.1385,0.524164,0.658127
56758,0.298229,0.151124,0.431989,0.874363
382117,0.470888,0.501745,0.680284,0.264049
56360,0.367328,0.362193,0.400176,0.607193
72836,0.101629,0.317447,0.5846,0.303134
15473,0.601388,0.239378,0.590859,1.481205
67019,0.44907,0.602985,0.486291,1.265718
195046,0.132163,0.118608,0.77806,0.791975
109905,0.266441,0.408833,0.557575,1.028553
52575,0.330685,0.192497,0.484525,1.038295
17765,0.087932,0.220548,0.757744,0.93215
67684,0.300789,0.232754,0.767934,1.056653
12417,0.193126,0.410132,0.625959,1.037052
55989,0.321939,0.172172,0.779764,1.107268
170791,0.262068,0.402247,0.584024,0.848811
67052,0.206861,0.285117,0.616413,0.628858
15519,0.461108,0.225955,0.563273,0.907677
74112,0.263877,0.042035,0.712092,0.761729
52023,0.584157,0.297376,0.459069,1.16745
66871,0.62167,0.393989,0.247565,0.879452
319615,0.282978,0.175975,0.263898,0.808369
66889,0.374307,0.020423,0.477685,0.770402
NM_001256493,0.577088,0.528951,0.281531,0.619336
17961,0.418659,0.823673,0.615189,1.43842
72085,0.351084,0.750669,0.867955,1.437002
12750,0.641658,0.365946,0.487084,1.366898
100502987,0.129479,0.297795,0.9476,1.4816
108138,0.415624,0.272836,0.874107,1.521087
234362,0.178564,0.446085,0.939014,1.386221
26428,0.129106,0.525865,0.705131,1.394269
66736,0.012141,0.404366,0.785798,1.468167
22327,0.005481,0.420747,0.523707,1.187977
228421,0.100876,0.427346,0.91736,1.114882
20955,0.361852,0.498672,0.643032,1.553009
225160,0.451386,0.197264,0.682882,1.275519
74114,0.46558,0.423458,0.734704,1.217065
114893,0.196266,0.356961,0.806389,1.198563
71701,0.289019,0.296117,0.690114,1.000619
381695,0.195474,0.382065,0.776191,1.060556
99480,0.081531,0.416668,0.882415,1.154935
65114,0.214986,0.5093,0.6698,1.330891
75616,0.156154,0.388227,0.831956,1.352209
252876,0.559417,0.837251,0.825197,1.320268
666468,0.608797,0.480336,0.997416,1.021218
15201,0.11643,0.294949,0.731123,0.900696
238693,0.134866,0.351061,0.767907,0.869123
211499,0.107261,0.257505,1.000895,0.957013
210766,0.04084,0.155511,0.576109,1.001438
67049,0.143346,0.091952,0.542398,1.15555
55946,0.002948,0.277067,0.6246,1.029491
51813,0.284493,0.219931,0.580193,1.336706
385354,0.329585,0.292476,0.699736,1.095857
73288,0.258423,0.264591,0.785298,1.027682
70430,0.365547,0.156858,0.342366,1.073444
18148,0.092887,0.126684,0.513081,1.151259
67239,0.239109,0.114011,0.45067,1.266532
13664,0.017109,0.269876,0.649177,1.14082
78394,0.253684,0.205425,0.766393,1.245721
56426,0.125877,0.479563,0.319666,1.221032
66442,0.02646,0.334507,0.470329,0.950822
67429,0.186988,0.197454,0.501714,1.053764
72018,0.173546,0.265473,0.283362,0.977582
320299,0.1341,0.33241,0.5282,0.878843
99712,0.223682,0.343631,0.494846,0.863511
83815,0.163447,0.414184,0.410551,1.126506
22381,0.104912,0.332213,0.703574,1.235507
67204,0.15973,0.269798,0.774254,1.389872
67694,0.002273,0.218792,0.818549,1.341348
20419,0.027719,0.137468,0.535384,1.357263
67089,0.029664,0.27408,0.565357,1.400632
67045,0.155852,0.39044,0.619742,1.298025
67456,0.061155,0.352431,0.690243,1.213094
70620,0.223915,0.455248,0.476752,1.225339
50500,0.066768,0.045552,0.858425,0.568542
63913,0.167697,0.356547,0.789218,0.460446
100310809,0.481806,0.324366,1.266424,1.31087
381463,0.672099,0.276738,1.344104,1.469718
224585,0.248375,0.236904,1.24345,1.500516
320479,0.022374,0.517012,1.187767,1.701454
67120,0.101914,0.360447,1.224959,1.474825
20238,0.408688,1.004289,1.586944,1.53828
414093,0.028294,0.883794,1.329786,1.565799
319673,0.329803,0.535871,1.529459,1.545335
192289,0.397974,0.950908,0.894571,1.24048
12675,0.037282,0.49685,0.817006,1.172268
408067,0.18495,0.558308,0.771013,1.223407
66365,0.155669,0.611216,0.734382,1.11293
75627,0.35405,0.716897,0.777599,1.09014
30785,0.10112,0.828511,1.059139,0.997847
434234,0.194524,0.759965,0.793187,1.245102
26908,0.146939,1.167862,0.911374,1.16142
17380,0.086668,0.904415,1.181196,0.912619
73430,0.003621,0.909329,1.114421,0.978294
76380,0.066768,1.14461,1.291469,0.96965
74182,0.268954,0.917741,1.342256,1.397778
77532,0.161038,1.13698,1.29326,1.585977
20503,0.103294,0.739404,1.385069,0.995996
666680,0.152798,0.675901,1.414675,1.10975
338351,0.185419,0.544218,1.324019,1.410285
78506,0.260042,0.833168,1.161803,1.452889
78752,0.149724,0.713869,1.225951,1.188641
72997,0.238086,0.771584,0.810913,1.153018
101835,0.458323,0.583399,1.644101,1.499041
208111,0.324422,0.123745,1.497037,1.564444
12450,0.511508,0.922879,1.303638,1.319577
237542,0.18477,0.819403,1.475011,1.31087
100662,0.070735,0.627132,1.300277,1.118054
319263,0.187629,0.897115,1.444002,1.322943
54598,0.128649,0.727744,1.658488,1.193394
100043468,0.117656,0.903602,1.674798,2.234995
104348,0.079479,0.997584,1.350737,1.634602
226499,0.051921,0.746649,1.746978,1.658688
240041,0.100716,0.8249,1.636243,1.64564
235907,0.134085,0.611476,1.447244,1.539434
74149,0.062923,0.53429,1.476347,1.562613
665211,0.249632,0.661401,1.560353,1.646618
630579,0.044742,1.199821,1.272301,1.460446
71508,0.084362,0.728516,1.197683,1.397905
170938,0.071702,0.59236,0.988131,1.122185
240038,0.1071,0.550977,1.059139,1.200446
104570,0.137658,0.421882,1.011873,1.208878
235072,0.175926,0.352285,0.863665,1.197574
217653,0.063782,0.33836,1.058211,1.299827
78134,0.130533,0.335357,1.179666,1.253909
14628,0.412628,0.171298,0.736043,0.876756
14211,0.360147,0.436625,1.07228,1.249522
