a,c,b,d,p,OR,X
11,66291,14,1945016,4.23E-30,23.05330825,DUSP5
5,66291,11,1945016,3.78E-10,13.33662461,DUSP6
2,66291,13,1945016,0.029446073,4.513934482,DUSP7
3,66291,30,1945016,0.062235054,2.934057414,DUSP9
1,66291,27,1945016,0.93491762,1.086687931,DUT
14,66291,130,1945016,1.57E-05,3.159754138,DYNC1H1
1,66291,60,1945016,0.468632873,0.489009569,DYNC1LI1
3,66291,32,1945016,0.080438185,2.750678825,DYNC1LI2
7,66291,15,1945016,6.73E-14,13.69226793,DYNLL2
7,66291,66,1945016,0.002598894,3.111879075,DYNLRB1
26,66291,308,1945016,4.35E-06,2.476801713,DYRK1A
3,66291,17,1945016,0.003370184,5.177748377,DYRK1B
4,66291,21,1945016,0.000373874,5.588680788,DYRK2
4,66291,23,1945016,0.000800835,5.102708545,DYRK3
1,66291,453,1945016,0.00024188,0.064769479,DYSF
1,66291,21,1945016,0.74269846,1.397170197,DYX1C1
4,66291,147,1945016,0.656135666,0.79838297,DZANK1
7,66291,102,1945016,0.067545055,2.013568813,DZIP1
6,66291,91,1945016,0.110925336,1.93454335,DZIP1L
6,66291,14,1945016,2.25E-11,12.57453177,E2F1
1,66291,15,1945016,0.50805813,1.956038276,E2F2
3,66291,115,1945016,0.646601114,0.765406282,E2F3
2,66291,10,1945016,0.009476839,5.868114827,E2F4
3,66291,65,1945016,0.606277764,1.354180345,E2F5
1,66291,63,1945016,0.437308654,0.465723399,E2F7
5,66291,27,1945016,9.37E-05,5.433439655,E2F8
1,66291,21,1945016,0.74269846,1.397170197,E4F1
2,66291,40,1945016,0.594618657,1.467028707,EAPP
3,66291,48,1945016,0.300862176,1.833785883,EBAG9
3,66291,638,1945016,6.07E-05,0.137965082,EBF1
1,66291,13,1945016,0.420102945,2.256967241,EBF2
6,66291,134,1945016,0.511846834,1.313757051,EBF4
4,66291,20,1945016,0.000243578,5.868114827,EBI3
3,66291,44,1945016,0.235849397,2.000493691,EBNA1BP2
1,66291,47,1945016,0.637952417,0.624267535,EBPL
33,66291,246,1945016,1.46E-15,3.935930677,ECE1
4,66291,74,1945016,0.364726569,1.58597698,ECHDC1
3,66291,20,1945016,0.00883372,4.40108612,ECI1
1,66291,10,1945016,0.281679905,2.934057414,ECI2
2,66291,155,1945016,0.155862948,0.378588053,ECT2
5,66291,39,1945016,0.002722565,3.761612069,EDA2R
1,66291,131,1945016,0.10236104,0.223973848,EDAR
7,66291,213,1945016,0.924482543,0.96424422,EDARADD
2,66291,22,1945016,0.1668852,2.667324921,EDC4
5,66291,59,1945016,0.042987918,2.486489333,EDEM1
3,66291,158,1945016,0.308613186,0.557099509,EDEM2
3,66291,101,1945016,0.814255619,0.871502202,EDEM3
6,66291,33,1945016,2.35E-05,5.334649843,EDN1
4,66291,12,1945016,1.16E-06,9.780191378,EDN2
1,66291,86,1945016,0.262102032,0.341169467,EDN3
5,66291,263,1945016,0.189707049,0.557805592,EEA1
2,66291,47,1945016,0.758030539,1.24853507,EED
3,66291,6,1945016,4.48E-07,14.67028707,EEF1A1
4,66291,15,1945016,1.46E-05,7.824153103,EEF1A2
4,66291,17,1945016,5.28E-05,6.903664502,EEF1D
7,66291,152,1945016,0.434480245,1.351210651,EEF1E1-MUTED
1,66291,32,1945016,0.931890932,0.916892942,EEF1G
2,66291,31,1945016,0.373689944,1.892940267,EEF2
3,66291,82,1945016,0.904025497,1.073435639,EEF2K
10,66291,291,1945016,0.979578329,1.008267152,EEPD1
1,66291,28,1945016,0.963344304,1.047877648,EFCAB1
6,66291,185,1945016,0.904769657,0.951586188,EFCAB11
4,66291,34,1945016,0.012542729,3.451832251,EFCAB12
4,66291,53,1945016,0.115535878,2.214382954,EFCAB14
1,66291,276,1945016,0.006218715,0.106306428,EFCAB2
2,66291,23,1945016,0.187693977,2.551354273,EFCAB4A
3,66291,250,1945016,0.060111653,0.35208689,EFCAB5
6,66291,101,1945016,0.180483743,1.743004404,EFEMP1
4,66291,97,1945016,0.708374114,1.209920583,EFHB
1,66291,186,1945016,0.034435261,0.157745022,EFHC2
16,66291,30,1945016,5.73E-33,15.64830621,EFHD2
14,66291,16,1945016,2.18E-40,25.67300237,EFNA1
23,66291,45,1945016,3.90E-45,14.99629345,EFNA3
56,66291,302,1945016,4.30E-39,5.440636263,EFNA5
2,66291,27,1945016,0.277444308,2.173375862,EFNB1
1,66291,79,1945016,0.305368675,0.371399673,EFNB2
19,66291,357,1945016,0.056343945,1.561543161,EFR3A
12,66291,202,1945016,0.058234944,1.743004404,EFR3B
1,66291,263,1945016,0.007933949,0.111561118,EFTUD1
1,66291,50,1945016,0.593295384,0.586811483,EFTUD2
2,66291,367,1945016,0.003045671,0.159894137,EGFLAM
44,66291,369,1945016,5.62E-17,3.498605046,EGFR
3,66291,7,1945016,2.25E-06,12.57453177,EGFR-AS1
21,66291,86,1945016,3.07E-21,7.1645588,EGLN1
1,66291,2,1945016,0.003566767,14.67028707,EGLN2
4,66291,41,1945016,0.035598709,2.862495038,EGLN3
2,66291,11,1945016,0.014631485,5.334649843,EGR3
1,66291,4,1945016,0.036424607,7.335143534,EGR4
3,66291,447,1945016,0.001783867,0.196916605,EHBP1
1,66291,26,1945016,0.905523658,1.128483621,EHBP1L1
17,66291,46,1945016,6.27E-26,10.84325566,EHD1
3,66291,35,1945016,0.11231313,2.514906354,EHD2
8,66291,86,1945016,0.004629026,2.729355734,EHD4
13,66291,62,1945016,9.85E-12,6.152055867,EHF
1,66291,1,1945016,0.000215929,29.34057414,EID2
6,66291,6,1945016,1.28E-19,29.34057414,EID3
1,66291,1,1945016,0.000215929,29.34057414,EIF1
1,66291,8,1945016,0.189098788,3.667571767,EIF1AX
1,66291,2,1945016,0.003566767,14.67028707,EIF1AY
1,66291,151,1945016,0.068494734,0.194308438,EIF2AK4
5,66291,18,1945016,7.26E-07,8.150159482,EIF2B2
5,66291,11,1945016,3.78E-10,13.33662461,EIF2B4
1,66291,19,1945016,0.669476538,1.544240744,EIF2B5
2,66291,56,1945016,0.948179644,1.047877648,EIF2D
2,66291,21,1945016,0.1469175,2.794340394,EIF2S3
1,66291,63,1945016,0.437308654,0.465723399,EIF3A
2,66291,40,1945016,0.594618657,1.467028707,EIF3B
3,66291,98,1945016,0.854566521,0.898180841,EIF3E
8,66291,198,1945016,0.636677693,1.185477743,EIF3H
1,66291,13,1945016,0.420102945,2.256967241,EIF3I
1,66291,33,1945016,0.907762995,0.889108307,EIF3J
3,66291,29,1945016,0.054084057,3.035231807,EIF3K
3,66291,56,1945016,0.441527099,1.571816472,EIF3L
9,66291,16,1945016,5.25E-20,16.50407295,EIF4A2
11,66291,43,1945016,2.10E-12,7.505728267,EIF4A3
2,66291,55,1945016,0.928276916,1.066929969,EIF4B
1,66291,80,1945016,0.298733037,0.366757177,EIF4E
1,66291,93,1945016,0.225450042,0.315490044,EIF4E3
2,66291,23,1945016,0.187693977,2.551354273,EIF4EBP1
1,66291,52,1945016,0.565554976,0.56424181,EIF4ENIF1
28,66291,72,1945016,1.57E-43,11.41022327,EIF4G1
10,66291,27,1945016,6.22E-16,10.86687931,EIF4G2
10,66291,634,1945016,0.013228015,0.462785081,EIF4G3
2,66291,48,1945016,0.780349358,1.222523922,EIF4H
6,66291,12,1945016,9.48E-13,14.67028707,EIF5
4,66291,6,1945016,7.97E-11,19.56038276,EIF5A2
3,66291,142,1945016,0.407929228,0.619871285,EIF5A
3,66291,29,1945016,0.054084057,3.035231807,ELAC1
1,66291,60,1945016,0.468632873,0.489009569,ELAC2
2,66291,85,1945016,0.602426407,0.69036645,ELAVL1
3,66291,121,1945016,0.584564267,0.727452251,ELF1
5,66291,132,1945016,0.816619634,1.111385384,ELF2
39,66291,50,1945016,1.13E-101,22.88564783,ELF3
2,66291,70,1945016,0.805480379,0.838302118,ELF4
5,66291,80,1945016,0.181671788,1.833785883,ELFN2
2,66291,14,1945016,0.039191925,4.191510591,ELK1
11,66291,100,1945016,9.51E-05,3.227463155,ELK3
2,66291,29,1945016,0.325044207,2.023487871,ELK4
1,66291,134,1945016,0.096326808,0.218959508,ELL
8,66291,104,1945016,0.022591062,2.256967241,ELL2
1,66291,1,1945016,0.000215929,29.34057414,ELL3
6,66291,909,1945016,7.71E-06,0.193667156,ELMO1
1,66291,87,1945016,0.256489943,0.337247979,ELMO2
2,66291,41,1945016,0.618640726,1.431247519,ELMOD3
36,66291,130,1945016,3.51E-40,8.125082068,ELMSAN1
1,66291,70,1945016,0.373020924,0.419151059,ELN
4,66291,11,1945016,3.98E-07,10.66929969,ELOVL1
10,66291,177,1945016,0.116089582,1.657659556,ELOVL5
4,66291,182,1945016,0.381602684,0.644847783,ELOVL6
4,66291,125,1945016,0.901202445,0.938898372,ELOVL7
2,66291,92,1945016,0.525798892,0.637838568,ELP2
5,66291,224,1945016,0.345699822,0.65492353,ELP3
1,66291,305,1945016,0.003623553,0.096198604,ELP4
1,66291,99,1945016,0.198441939,0.296369436,EMC2
3,66291,46,1945016,0.26776037,1.913515704,EMC3
8,66291,12,1945016,3.79E-20,19.56038276,EMC9
5,66291,6,1945016,4.81E-15,24.45047845,EMD
3,66291,8,1945016,8.42E-06,11.0027153,EME2
12,66291,294,1945016,0.539891702,1.197574455,EML1
14,66291,68,1945016,2.80E-12,6.04070644,EML2
1,66291,12,1945016,0.374605296,2.445047845,EML3
8,66291,233,1945016,0.983638345,1.007401687,EML4
3,66291,342,1945016,0.011592704,0.257373457,EML6
13,66291,43,1945016,6.93E-17,8.870406134,EMP1
2,66291,157,1945016,0.150022659,0.373765276,EMP2
3,66291,29,1945016,0.054084057,3.035231807,EMP3
4,66291,27,1945016,0.00273438,4.346751724,EN2
24,66291,294,1945016,2.18E-05,2.395148909,ENAH
4,66291,17,1945016,5.28E-05,6.903664502,ENC1
2,66291,74,1945016,0.745636543,0.79298849,ENDOD1
2,66291,5,1945016,0.000179897,11.73622965,ENDOG
1,66291,116,1945016,0.13912502,0.252935984,ENDOV
1,66291,20,1945016,0.706698928,1.467028707,ENGASE
5,66291,75,1945016,0.138891967,1.956038276,ENKUR
1,66291,27,1945016,0.93491762,1.086687931,ENO1
4,66291,4,1945016,1.37E-13,29.34057414,ENO1-AS1
2,66291,5,1945016,0.000179897,11.73622965,ENO2
4,66291,13,1945016,2.97E-06,9.027868965,ENO3
3,66291,32,1945016,0.080438185,2.750678825,ENO4
3,66291,129,1945016,0.510249356,0.682338933,ENOSF1
4,66291,911,1945016,1.28E-06,0.128827987,ENOX1
2,66291,258,1945016,0.022487952,0.227446311,ENOX2
1,66291,91,1945016,0.235317065,0.322423892,ENPEP
1,66291,144,1945016,0.078768939,0.203753987,ENPP2
1,66291,206,1945016,0.02340238,0.142429972,ENPP6
3,66291,13,1945016,0.000535287,6.770901724,ENSA
1,66291,493,1945016,0.000117539,0.059514349,ENTPD1-AS1
3,66291,76,1945016,0.802823573,1.158180558,ENTPD4
2,66291,84,1945016,0.614242379,0.698585098,ENTPD5
1,66291,59,1945016,0.479637279,0.497297867,ENTPD6
3,66291,56,1945016,0.441527099,1.571816472,ENTPD7
1,66291,47,1945016,0.637952417,0.624267535,EOGT
1,66291,114,1945016,0.144996978,0.257373457,EP300
3,66291,187,1945016,0.184966054,0.470704398,EP400
1,66291,63,1945016,0.437308654,0.465723399,EP400NL
24,66291,127,1945016,4.33E-18,5.544675427,EPAS1
2,66291,190,1945016,0.080189896,0.308848149,EPB41L1
6,66291,274,1945016,0.279836098,0.642494324,EPB41L2
3,66291,366,1945016,0.007551675,0.240496509,EPB41L4A
27,66291,259,1945016,5.90E-09,3.058669891,EPB41L4B
4,66291,285,1945016,0.068693053,0.411797532,EPB41L5
1,66291,126,1945016,0.113318884,0.232861699,EPC1
1,66291,190,1945016,0.031864449,0.154424074,EPC2
5,66291,34,1945016,0.000863493,4.314790314,EPCAM
7,66291,59,1945016,0.000879985,3.481085067,EPDR1
28,66291,62,1945016,2.04E-49,13.25058187,EPHA2
10,66291,256,1945016,0.6720179,1.146116177,EPHB2
2,66291,41,1945016,0.618640726,1.431247519,EPHB4
6,66291,57,1945016,0.005627405,3.088481488,EPHX1
1,66291,76,1945016,0.326272745,0.386060186,EPHX2
1,66291,125,1945016,0.115655219,0.234724593,EPM2A
1,66291,10,1945016,0.281679905,2.934057414,EPM2AIP1
8,66291,58,1945016,5.93E-05,4.046975743,EPN1
21,66291,30,1945016,7.53E-52,20.53840189,EPN3
1,66291,4,1945016,0.036424607,7.335143534,EPOR
2,66291,170,1945016,0.117119555,0.345183225,EPS15
20,66291,188,1945016,3.32E-07,3.121337674,EPS8
1,66291,49,1945016,0.607760569,0.598787227,EPS8L1
8,66291,62,1945016,0.000138375,3.785880534,EPS8L2
3,66291,112,1945016,0.67976349,0.785908236,EPT1
2,66291,67,1945016,0.85332048,0.875838034,EPYC
1,66291,5,1945016,0.066579816,5.868114827,ERAL1
3,66291,43,1945016,0.220401862,2.0470168,ERAP1
3,66291,72,1945016,0.732701285,1.222523922,ERBB2
3,66291,164,1945016,0.277747873,0.53671782,ERBB2IP
5,66291,35,1945016,0.001112164,4.191510591,ERBB3
4,66291,746,1945016,2.26E-05,0.157322113,ERC1
12,66291,127,1945016,0.00042464,2.772337714,ERCC1
1,66291,50,1945016,0.593295384,0.586811483,ERCC3
9,66291,49,1945016,1.86E-07,5.389085045,ERCC4
2,66291,248,1945016,0.027073379,0.236617533,ERCC6L2
3,66291,28,1945016,0.046575481,3.143632943,EREG
34,66291,51,1945016,4.43E-80,19.56038276,ERF
34,66291,150,1945016,9.03E-31,6.650530137,ERGIC1
1,66291,78,1945016,0.312167379,0.376161207,ERGIC2
1,66291,24,1945016,0.843680456,1.222523922,ERH
4,66291,46,1945016,0.062447893,2.551354273,ERI1
3,66291,34,1945016,0.101099578,2.588874188,ERI2
1,66291,224,1945016,0.016585304,0.130984706,ERI3
1,66291,32,1945016,0.931890932,0.916892942,ERLIN2
1,66291,79,1945016,0.305368675,0.371399673,ERMAP
13,66291,79,1945016,5.87E-09,4.828195744,ERMP1
6,66291,157,1945016,0.783041148,1.121295827,ERN1
1,66291,74,1945016,0.341088298,0.396494245,ERO1L
2,66291,125,1945016,0.277297325,0.469449186,ERO1LB
9,66291,18,1945016,2.29E-18,14.67028707,ERRFI1
1,66291,22,1945016,0.777505229,1.333662461,ERVMER34-1
7,66291,14,1945016,1.26E-14,14.67028707,ESAM
2,66291,31,1945016,0.373689944,1.892940267,ESD
1,66291,109,1945016,0.160862285,0.269179579,ESF1
7,66291,192,1945016,0.860964091,1.069708432,ESR2
1,66291,11,1945016,0.328357289,2.667324921,ESRRA
2,66291,1126,1945016,4.45E-09,0.052114697,ESRRG
1,66291,26,1945016,0.905523658,1.128483621,ESYT1
41,66291,154,1945016,1.05E-43,7.811451555,ESYT2
5,66291,29,1945016,0.000194182,5.058719678,ETAA1
4,66291,37,1945016,0.020507433,3.171953961,ETFB
1,66291,61,1945016,0.457915911,0.480993019,ETFDH
3,66291,38,1945016,0.149248512,2.316361116,ETHE1
3,66291,102,1945016,0.801169167,0.862958063,ETNK1
19,66291,203,1945016,1.13E-05,2.746162111,ETS1
19,66291,51,1945016,5.46E-29,10.93080213,ETS2
4,66291,142,1945016,0.706602355,0.826495046,ETV1
1,66291,10,1945016,0.281679905,2.934057414,ETV2
6,66291,39,1945016,0.000162357,4.513934482,ETV3
9,66291,46,1945016,5.70E-08,5.740547113,ETV4
6,66291,80,1945016,0.055889176,2.20054306,ETV5
11,66291,833,1945016,0.001186017,0.387450559,ETV6
6,66291,79,1945016,0.051999759,2.228398036,EU250746
5,66291,114,1945016,0.579969753,1.286867287,EVA1A
2,66291,2,1945016,1.68E-07,29.34057414,EVA1B
11,66291,143,1945016,0.007499572,2.256967241,EVA1C
2,66291,272,1945016,0.017355065,0.215739516,EVC2
3,66291,300,1945016,0.024566676,0.293405741,EVC
7,66291,257,1945016,0.557578768,0.799159607,EVL
1,66291,34,1945016,0.884396021,0.862958063,EWSR1
4,66291,72,1945016,0.336755091,1.630031896,EXD2
2,66291,64,1945016,0.903796976,0.916892942,EXO1
1,66291,83,1945016,0.279760328,0.353500893,EXOC1
1,66291,300,1945016,0.003976012,0.097801914,EXOC2
2,66291,83,1945016,0.626287179,0.707001786,EXOC3
2,66291,7,1945016,0.001471147,8.383021182,EXOC3L1
3,66291,5,1945016,6.00E-08,17.60434448,EXOC3L4
2,66291,1118,1945016,5.11E-09,0.05248761,EXOC4
3,66291,357,1945016,0.008867954,0.246559447,EXOC6
23,66291,809,1945016,0.390580471,0.834157237,EXOC6B
2,66291,60,1945016,0.975332217,0.978019138,EXOC7
5,66291,15,1945016,5.43E-08,9.780191378,EXOC8
1,66291,64,1945016,0.427401388,0.458446471,EXOG
1,66291,33,1945016,0.907762995,0.889108307,EXOSC2
3,66291,13,1945016,0.000535287,6.770901724,EXOSC3
36,66291,496,1945016,7.35E-06,2.1295578,EXT1
7,66291,281,1945016,0.410766603,0.730903982,EXT2
1,66291,35,1945016,0.86176017,0.838302118,EXTL1
8,66291,586,1945016,0.007798292,0.400553913,EYA2
1,66291,103,1945016,0.18238712,0.284859943,EYA3
5,66291,270,1945016,0.169885099,0.543343965,EYA4
2,66291,2451,1945016,4.79E-19,0.023941717,EYS
4,66291,106,1945016,0.841483312,1.107191477,EZH2
19,66291,105,1945016,6.36E-14,5.309246748,EZR
6,66291,9,1945016,1.69E-15,19.56038276,EZR-AS1
3,66291,53,1945016,0.387603471,1.660787215,F11R
10,66291,21,1945016,1.69E-19,13.97170197,F12
3,66291,25,1945016,0.027898765,3.520868896,F2R
15,66291,31,1945016,8.50E-29,14.197052,F2RL1
7,66291,30,1945016,1.02E-07,6.846133965,F3
1,66291,33,1945016,0.907762995,0.889108307,F7
8,66291,85,1945016,0.004155597,2.761465801,FA2H
1,66291,6,1945016,0.103389312,4.890095689,FABP5
2,66291,10,1945016,0.009476839,5.868114827,FABP5P3
1,66291,9,1945016,0.235038989,3.260063793,FADD
1,66291,21,1945016,0.74269846,1.397170197,FADS1
9,66291,62,1945016,9.56E-06,4.2591156,FADS2
2,66291,17,1945016,0.077510866,3.451832251,FADS3
6,66291,164,1945016,0.864602124,1.073435639,FAF2
4,66291,81,1945016,0.466548743,1.448917241,FAH
2,66291,30,1945016,0.349267698,1.956038276,FAIM
15,66291,67,1945016,2.83E-14,6.568785254,FAM102A
8,66291,133,1945016,0.113774512,1.764846565,FAM102B
1,66291,32,1945016,0.931890932,0.916892942,FAM104B
2,66291,50,1945016,0.824122098,1.173622965,FAM105A
2,66291,55,1945016,0.928276916,1.066929969,FAM105B
2,66291,98,1945016,0.467917466,0.598787227,FAM107A
34,66291,433,1945016,1.42E-06,2.3038788,FAM107B
1,66291,11,1945016,0.328357289,2.667324921,FAM109B
1,66291,9,1945016,0.235038989,3.260063793,FAM110A
2,66291,200,1945016,0.066413715,0.293405741,FAM110B
5,66291,37,1945016,0.001778353,3.964942451,FAM111A
1,66291,45,1945016,0.669929341,0.652012759,FAM111B
6,66291,152,1945016,0.724003378,1.158180558,FAM114A1
4,66291,60,1945016,0.185602922,1.956038276,FAM114A2
4,66291,50,1945016,0.090592135,2.347245931,FAM118A
2,66291,111,1945016,0.36355556,0.528658993,FAM118B
9,66291,175,1945016,0.225477234,1.508943813,FAM120A
1,66291,27,1945016,0.93491762,1.086687931,FAM122B
2,66291,62,1945016,0.938951829,0.946470133,FAM122C
1,66291,83,1945016,0.279760328,0.353500893,FAM126A
3,66291,6,1945016,4.48E-07,14.67028707,FAM127A
1,66291,1,1945016,0.000215929,29.34057414,FAM127B
1,66291,304,1945016,0.003691417,0.096515046,FAM129A
30,66291,121,1945016,4.00E-30,7.274522513,FAM129B
5,66291,28,1945016,0.000136379,5.239388238,FAM131A
5,66291,14,1945016,1.91E-08,10.47877648,FAM131C
2,66291,54,1945016,0.908062402,1.086687931,FAM133B
1,66291,43,1945016,0.703825312,0.682338933,FAM134C
11,66291,220,1945016,0.212056602,1.467028707,FAM135A
3,66291,435,1945016,0.002208251,0.202348787,FAM13A
6,66291,140,1945016,0.581855895,1.257453177,FAM13B
1,66291,135,1945016,0.094399443,0.217337586,FAM13C
2,66291,29,1945016,0.325044207,2.023487871,FAM149A
1,66291,42,1945016,0.721538288,0.698585098,FAM160A2
6,66291,160,1945016,0.81818975,1.10027153,FAM160B1
2,66291,20,1945016,0.12789262,2.934057414,FAM160B2
2,66291,49,1945016,0.802382044,1.197574455,FAM162A
1,66291,156,1945016,0.062018523,0.188080603,FAM163A
4,66291,71,1945016,0.323007664,1.652990092,FAM167A
3,66291,251,1945016,0.059045711,0.350684153,FAM168A
1,66291,225,1945016,0.016272389,0.130402552,FAM169A
2,66291,114,1945016,0.343024144,0.514746915,FAM169B
2,66291,6,1945016,0.000584937,9.780191378,FAM171A2
5,66291,553,1945016,0.001497205,0.26528548,FAM172A
3,66291,3,1945016,1.48E-10,29.34057414,FAM173A
7,66291,46,1945016,5.31E-05,4.464869977,FAM173B
3,66291,71,1945016,0.714891306,1.239742569,FAM174B
3,66291,46,1945016,0.26776037,1.913515704,FAM175A
1,66291,64,1945016,0.427401388,0.458446471,FAM175B
4,66291,58,1945016,0.163991872,2.023487871,FAM178A
1,66291,151,1945016,0.068494734,0.194308438,FAM179A
2,66291,131,1945016,0.246998948,0.447947697,FAM179B
1,66291,27,1945016,0.93491762,1.086687931,FAM183A
1,66291,89,1945016,0.245655167,0.329669372,FAM186A
1,66291,647,1945016,7.48E-06,0.045348646,FAM189A1
1,66291,8,1945016,0.189098788,3.667571767,FAM189B
4,66291,45,1945016,0.056340812,2.608051034,FAM192A
2,66291,16,1945016,0.06328242,3.667571767,FAM193B
2,66291,24,1945016,0.209245552,2.445047845,FAM195A
2,66291,20,1945016,0.12789262,2.934057414,FAM195B
1,66291,8,1945016,0.189098788,3.667571767,FAM196B
4,66291,39,1945016,0.02737678,3.009289655,FAM199X
12,66291,528,1945016,0.162287195,0.66683123,FAM19A5
1,66291,18,1945016,0.631007707,1.630031896,FAM200A
2,66291,94,1945016,0.505748464,0.624267535,FAM208B
5,66291,318,1945016,0.078486955,0.461329782,FAM20C
2,66291,17,1945016,0.077510866,3.451832251,FAM210B
2,66291,38,1945016,0.546059107,1.544240744,FAM211A
2,66291,8,1945016,0.003089066,7.335143534,FAM212A
3,66291,38,1945016,0.149248512,2.316361116,FAM213A
11,66291,189,1945016,0.080843965,1.707652463,FAM214A
4,66291,27,1945016,0.00273438,4.346751724,FAM214B
4,66291,63,1945016,0.220174542,1.862893596,FAM216A
1,66291,1,1945016,0.000215929,29.34057414,FAM218A
5,66291,120,1945016,0.65927638,1.222523922,FAM219A
1,66291,5,1945016,0.066579816,5.868114827,FAM219B
7,66291,113,1945016,0.119503919,1.81755769,FAM222B
3,66291,64,1945016,0.587970302,1.375339413,FAM228B
1,66291,15,1945016,0.50805813,1.956038276,FAM26D
7,66291,28,1945016,3.11E-08,7.335143534,FAM3A
9,66291,9,1945016,1.28E-28,29.34057414,FAM43A
2,66291,10,1945016,0.009476839,5.868114827,FAM43B
4,66291,63,1945016,0.220174542,1.862893596,FAM45B
2,66291,51,1945016,0.845564118,1.15061075,FAM47E
43,66291,392,1945016,1.41E-14,3.218481346,FAM49B
4,66291,7,1945016,8.10E-10,16.76604236,FAM50A
1,66291,8,1945016,0.189098788,3.667571767,FAM50B
5,66291,202,1945016,0.477999933,0.726251835,FAM53B
3,66291,20,1945016,0.00883372,4.40108612,FAM53C
3,66291,14,1945016,0.000918753,6.287265886,FAM58A
2,66291,196,1945016,0.071609776,0.299393614,FAM5B
10,66291,55,1945016,4.79E-08,5.334649843,FAM60A
2,66291,15,1945016,0.050486358,3.912076551,FAM63A
6,66291,127,1945016,0.432419959,1.386168857,FAM63B
2,66291,12,1945016,0.021266049,4.890095689,FAM65A
7,66291,199,1945016,0.934558144,1.032080497,FAM65C
3,66291,152,1945016,0.342780518,0.579090279,FAM69A
2,66291,36,1945016,0.496976677,1.630031896,FAM73B
1,66291,35,1945016,0.86176017,0.838302118,FAM76A
1,66291,111,1945016,0.154304653,0.264329497,FAM81A
1,66291,16,1945016,0.550288729,1.833785883,FAM83C
3,66291,37,1945016,0.136409302,2.37896547,FAM83D
1,66291,40,1945016,0.758592575,0.733514353,FAM83E
1,66291,11,1945016,0.328357289,2.667324921,FAM83H
1,66291,17,1945016,0.591278467,1.725916126,FAM84B
1,66291,30,1945016,0.982555722,0.978019138,FAM86DP
1,66291,47,1945016,0.637952417,0.624267535,FAM86EP
3,66291,33,1945016,0.090468791,2.667324921,FAM89A
2,66291,2,1945016,1.68E-07,29.34057414,FAM89B
3,66291,101,1945016,0.814255619,0.871502202,FAM91A1
1,66291,2,1945016,0.003566767,14.67028707,FAM96B
5,66291,49,1945016,0.014108713,2.993936136,FAM98A
11,66291,302,1945016,0.828621083,1.068696409,FANCC
1,66291,116,1945016,0.13912502,0.252935984,FANCI
1,66291,132,1945016,0.100306639,0.222277077,FANCL
1,66291,87,1945016,0.256489943,0.337247979,FANCM
5,66291,163,1945016,0.816447648,0.900017612,FANK1
1,66291,75,1945016,0.333589193,0.391207655,FAR1
15,66291,478,1945016,0.752749027,0.920729314,FARP1
1,66291,869,1945016,1.48E-07,0.033763607,FARS2
2,66291,22,1945016,0.1668852,2.667324921,FARSA
1,66291,128,1945016,0.10879432,0.229223235,FARSB
4,66291,4,1945016,1.37E-13,29.34057414,FAS-AS1
2,66291,5,1945016,0.000179897,11.73622965,FASTK
14,66291,152,1945016,0.000209342,2.702421302,FAT1
2,66291,196,1945016,0.071609776,0.299393614,FAT4
2,66291,4,1945016,3.77E-05,14.67028707,FAU
9,66291,25,1945016,3.77E-14,10.56260669,FBL
4,66291,67,1945016,0.269857742,1.751676068,FBLIM1
12,66291,135,1945016,0.000948974,2.608051034,FBLN1
1,66291,199,1945016,0.0267772,0.147440071,FBLN2
1,66291,186,1945016,0.034435261,0.157745022,FBLN5
4,66291,368,1945016,0.016440818,0.318919284,FBN2
6,66291,163,1945016,0.853054086,1.080021134,FBRSL1
5,66291,220,1945016,0.367014702,0.66683123,FBXL13
8,66291,8,1945016,1.27E-25,29.34057414,FBXL15
1,66291,23,1945016,0.811153581,1.275677136,FBXL16
2,66291,35,1945016,0.472312033,1.676604236,FBXL19
2,66291,133,1945016,0.237666375,0.441211641,FBXL21
3,66291,35,1945016,0.11231313,2.514906354,FBXL22
4,66291,4,1945016,1.37E-13,29.34057414,FBXL2
3,66291,37,1945016,0.136409302,2.37896547,FBXL3
2,66291,128,1945016,0.261702382,0.458446471,FBXL4
2,66291,51,1945016,0.845564118,1.15061075,FBXL5
1,66291,753,1945016,1.14E-06,0.038964906,FBXL7
1,66291,4,1945016,0.036424607,7.335143534,FBXL8
6,66291,184,1945016,0.915138037,0.956757852,FBXO11
5,66291,58,1945016,0.039104588,2.529359839,FBXO17
1,66291,82,1945016,0.285933138,0.35781188,FBXO18
1,66291,90,1945016,0.240425669,0.326006379,FBXO21
2,66291,15,1945016,0.050486358,3.912076551,FBXO27
1,66291,47,1945016,0.637952417,0.624267535,FBXO28
3,66291,67,1945016,0.642757006,1.313757051,FBXO31
10,66291,78,1945016,2.25E-05,3.761612069,FBXO32
1,66291,140,1945016,0.085351528,0.20957553,FBXO33
4,66291,82,1945016,0.481461745,1.431247519,FBXO3
5,66291,152,1945016,0.937792977,0.965150465,FBXO34
3,66291,122,1945016,0.574762984,0.721489528,FBXO38
2,66291,17,1945016,0.077510866,3.451832251,FBXO43
1,66291,32,1945016,0.931890932,0.916892942,FBXO45
5,66291,40,1945016,0.003320144,3.667571767,FBXO46
1,66291,28,1945016,0.963344304,1.047877648,FBXO5
3,66291,29,1945016,0.054084057,3.035231807,FBXO7
