a,c,b,d,p,OR,X
2,66291,214,1945016,0.051057794,0.274210973,5S_rRNA
1,66291,240,1945016,0.01223989,0.122252392,7SK
1,66291,29,1945016,0.990841086,1.011743936,A4GALT
1,66291,14,1945016,0.464634092,2.095755295,A4GNT
5,66291,39,1945016,0.002722565,3.761612069,AAAS
3,66291,104,1945016,0.775518909,0.846362715,AACS
1,66291,108,1945016,0.164252113,0.271671983,AACSP1
3,66291,55,1945016,0.423442108,1.600394953,AAGAB
10,66291,265,1945016,0.75184465,1.107191477,AAK1
1,66291,24,1945016,0.843680456,1.222523922,AAR2
1,66291,79,1945016,0.305368675,0.371399673,AASDH
1,66291,21,1945016,0.74269846,1.397170197,AASDHPPT
4,66291,195,1945016,0.309624103,0.601857931,AATF
1,66291,2,1945016,0.003566767,14.67028707,AB074162
5,66291,8,1945016,1.23E-12,18.33785883,AB429224
2,66291,218,1945016,0.047371677,0.269179579,ABCA12
6,66291,306,1945016,0.17439752,0.575305375,ABCA1
1,66291,136,1945016,0.092512527,0.215739516,ABCA17P
3,66291,146,1945016,0.380565348,0.60288851,ABCA4
3,66291,82,1945016,0.904025497,1.073435639,ABCA5
6,66291,134,1945016,0.511846834,1.313757051,ABCA7
1,66291,79,1945016,0.305368675,0.371399673,ABCB10
1,66291,233,1945016,0.013976519,0.125925211,ABCB5
3,66291,118,1945016,0.614881397,0.7459468,ABCB7
4,66291,55,1945016,0.133920838,2.133859937,ABCB8
3,66291,340,1945016,0.012014484,0.258887419,ABCC10
1,66291,33,1945016,0.907762995,0.889108307,ABCC11
3,66291,170,1945016,0.24988927,0.517774838,ABCC12
33,66291,119,1945016,4.97E-37,8.136461735,ABCC1
8,66291,97,1945016,0.013095122,2.419841166,ABCC2
26,66291,89,1945016,4.20E-31,8.57140368,ABCC3
54,66291,352,1945016,1.52E-29,4.501110805,ABCC4
2,66291,111,1945016,0.36355556,0.528658993,ABCC5
3,66291,208,1945016,0.127305539,0.423181358,ABCC8
12,66291,140,1945016,0.001495518,2.514906354,ABCD3
2,66291,56,1945016,0.948179644,1.047877648,ABCF2
12,66291,191,1945016,0.036880875,1.843386857,ABCG2
12,66291,169,1945016,0.011999914,2.083354376,ABHD12
2,66291,33,1945016,0.422910456,1.778216614,ABHD13
1,66291,6,1945016,0.103389312,4.890095689,ABHD14B
2,66291,32,1945016,0.398254672,1.833785883,ABHD16A
6,66291,88,1945016,0.093658498,2.000493691,ABHD17C
77,66291,258,1945016,1.65E-90,8.756682978,ABHD2
8,66291,25,1945016,1.59E-11,9.388983723,ABHD4
3,66291,177,1945016,0.220822669,0.497297867,ABI1
5,66291,181,1945016,0.642469731,0.810513098,ABI2
3,66291,370,1945016,0.007031355,0.237896547,ABI3BP
20,66291,298,1945016,0.002794118,1.969166049,ABL1
5,66291,223,1945016,0.350921827,0.657860407,ABL2
24,66291,493,1945016,0.08647671,1.42834438,ABLIM1
14,66291,365,1945016,0.664308056,1.125391885,ABLIM2
3,66291,168,1945016,0.258858766,0.523938824,ABLIM3
6,66291,4685,1945016,5.55E-34,0.037575975,abParts
6,66291,297,1945016,0.199567597,0.592738871,ABR
2,66291,23,1945016,0.187693977,2.551354273,ABRACL
1,66291,10,1945016,0.281679905,2.934057414,ABT1
38,66291,303,1945016,4.86E-16,3.679675964,ABTB2
15,66291,79,1945016,6.19E-12,5.570995089,AC2
2,66291,63,1945016,0.921222288,0.931446798,ACAA2
6,66291,508,1945016,0.006871872,0.346542214,ACACA
9,66291,441,1945016,0.123627843,0.598787227,ACACB
1,66291,72,1945016,0.356656011,0.407507974,ACAD10
1,66291,67,1945016,0.39916988,0.437919017,ACAD11
2,66291,68,1945016,0.837085114,0.862958063,ACAD9
3,66291,54,1945016,0.405461349,1.630031896,ACADS
2,66291,4,1945016,3.77E-05,14.67028707,ACADVL
1,66291,12,1945016,0.374605296,2.445047845,ACAP1
1,66291,326,1945016,0.002456688,0.090001761,ACAP2
9,66291,36,1945016,3.47E-10,7.335143534,ACAP3
1,66291,45,1945016,0.669929341,0.652012759,ACAT1
1,66291,23,1945016,0.811153581,1.275677136,ACAT2
2,66291,81,1945016,0.651078924,0.724458621,ACBD3
3,66291,29,1945016,0.054084057,3.035231807,ACBD4
1,66291,71,1945016,0.364735875,0.413247523,ACBD5
10,66291,290,1945016,0.971044658,1.011743936,ACBD6
1,66291,24,1945016,0.843680456,1.222523922,ACCS
1,66291,6,1945016,0.103389312,4.890095689,ACD
1,66291,39,1945016,0.777976073,0.752322414,ACE
1,66291,75,1945016,0.333589193,0.391207655,ACER2
5,66291,342,1945016,0.052936319,0.428955762,ACER3
6,66291,27,1945016,1.67E-06,6.520127586,ACHE
7,66291,66,1945016,0.002598894,3.111879075,ACIN1
16,66291,99,1945016,1.81E-10,4.741910971,ACLY
1,66291,107,1945016,0.167718404,0.274210973,ACO1
2,66291,79,1945016,0.676833119,0.742799345,ACO2
4,66291,200,1945016,0.28547149,0.586811483,ACOT11
1,66291,48,1945016,0.622641264,0.611261961,ACOT13
1,66291,1,1945016,0.000215929,29.34057414,ACOT2
12,66291,174,1945016,0.015931789,2.023487871,ACOT7
1,66291,72,1945016,0.356656011,0.407507974,ACOX1
2,66291,43,1945016,0.666068732,1.364677867,ACOX2
3,66291,502,1945016,0.000671791,0.175342077,ACOXL
1,66291,4,1945016,0.036424607,7.335143534,ACP1
1,66291,37,1945016,0.818568956,0.79298849,ACP6
5,66291,69,1945016,0.095411237,2.126128561,ACPL2
1,66291,88,1945016,0.251008808,0.333415615,ACSBG1
1,66291,92,1945016,0.230326206,0.318919284,ACSF2
1,66291,120,1945016,0.128125267,0.244504784,ACSF3
11,66291,147,1945016,0.009851459,2.195553167,ACSL1
7,66291,136,1945016,0.284119549,1.51017661,ACSL3
1,66291,101,1945016,0.19023247,0.290500734,ACSL4
1,66291,29,1945016,0.990841086,1.011743936,ACSM3
7,66291,108,1945016,0.09365666,1.901703879,ACSS1
1,66291,58,1945016,0.490938498,0.505871968,ACSS2
3,66291,26,1945016,0.033487911,3.385450862,ACTA2
4,66291,5,1945016,4.70E-12,23.47245931,ACTB
1,66291,195,1945016,0.028926311,0.150464483,ACTL8
15,66291,152,1945016,3.86E-05,2.895451395,ACTN1
2,66291,15,1945016,0.050486358,3.912076551,ACTN1-AS1
2,66291,25,1945016,0.231446086,2.347245931,ACTN3
61,66291,190,1945016,1.72E-77,9.419868538,ACTN4
3,66291,29,1945016,0.054084057,3.035231807,ACTR1A
3,66291,25,1945016,0.027898765,3.520868896,ACTR1B
3,66291,78,1945016,0.837128282,1.128483621,ACTR2
4,66291,102,1945016,0.782964159,1.15061075,ACTR3
2,66291,104,1945016,0.416438713,0.56424181,ACTR3B
10,66291,233,1945016,0.474403317,1.259252109,ACVR1
29,66291,151,1945016,6.06E-22,5.634944701,ACVR1B
1,66291,119,1945016,0.13078583,0.246559447,ACVR2A
2,66291,3,1945016,4.28E-06,19.56038276,ACVR2B-AS1
1,66291,25,1945016,0.875124193,1.173622965,ACY3
1,66291,327,1945016,0.002411754,0.089726526,ACYP2
8,66291,49,1945016,5.59E-06,4.790297818,ADA
3,66291,156,1945016,0.31962023,0.56424181,ADAM10
2,66291,49,1945016,0.802382044,1.197574455,ADAM11
6,66291,613,1945016,0.001186183,0.287183434,ADAM12
4,66291,11,1945016,3.98E-07,10.66929969,ADAM15
7,66291,115,1945016,0.130885647,1.785947991,ADAM17
2,66291,222,1945016,0.043955323,0.264329497,ADAM19
3,66291,263,1945016,0.047635243,0.334683355,ADAM23
10,66291,202,1945016,0.246504716,1.45250367,ADAM9
5,66291,15,1945016,5.43E-08,9.780191378,ADAMTS10
9,66291,133,1945016,0.042316747,1.985452385,ADAMTS12
6,66291,68,1945016,0.020415816,2.588874188,ADAMTS13
4,66291,58,1945016,0.163991872,2.023487871,ADAMTS1
1,66291,29,1945016,0.990841086,1.011743936,ADAMTS15
7,66291,447,1945016,0.036318885,0.459472078,ADAMTS16
1,66291,648,1945016,7.35E-06,0.045278664,ADAMTS17
3,66291,277,1945016,0.037077152,0.317767951,ADAMTS18
2,66291,307,1945016,0.009110316,0.191143805,ADAMTS3
5,66291,452,1945016,0.008378863,0.324563873,ADAMTS6
2,66291,109,1945016,0.377930988,0.538359158,ADAMTS7
1,66291,10,1945016,0.281679905,2.934057414,ADAMTSL4
3,66291,39,1945016,0.162584272,2.256967241,ADAP2
10,66291,90,1945016,0.00017342,3.260063793,ADAR
7,66291,321,1945016,0.238604141,0.639825604,ADARB1
3,66291,47,1945016,0.284174487,1.872802604,ADAT1
1,66291,42,1945016,0.721538288,0.698585098,ADCK2
1,66291,130,1945016,0.104459762,0.225696724,ADCK3
6,66291,65,1945016,0.014981694,2.708360689,ADCK4
5,66291,235,1945016,0.292717069,0.624267535,ADCY10
2,66291,137,1945016,0.220063453,0.428329549,ADCY3
2,66291,318,1945016,0.007446394,0.184531913,ADCY5
1,66291,18,1945016,0.631007707,1.630031896,ADCY6
13,66291,239,1945016,0.09767798,1.595930811,ADCY9
6,66291,154,1945016,0.74767182,1.143139252,ADD1
1,66291,219,1945016,0.018244754,0.133975224,ADD2
1,66291,166,1945016,0.050904347,0.176750447,ADD3
2,66291,11,1945016,0.014631485,5.334649843,ADH5
1,66291,47,1945016,0.637952417,0.624267535,ADHFE1
5,66291,28,1945016,0.000136379,5.239388238,ADI1
4,66291,35,1945016,0.014903313,3.353208473,ADIPOR1
1,66291,218,1945016,0.01859653,0.13458979,ADIPOR2
8,66291,883,1945016,6.09E-05,0.265826266,ADK
2,66291,89,1945016,0.557373448,0.659338745,ADNP
8,66291,47,1945016,2.97E-06,4.994140278,ADNP2
2,66291,7,1945016,0.001471147,8.383021182,ADO
2,66291,93,1945016,0.515676166,0.630980089,ADORA1
1,66291,134,1945016,0.096326808,0.218959508,ADORA2A-AS1
7,66291,43,1945016,2.24E-05,4.776372534,ADORA2B
1,66291,103,1945016,0.18238712,0.284859943,ADORA3
1,66291,26,1945016,0.905523658,1.128483621,ADPGK-AS1
4,66291,25,1945016,0.001544046,4.694491862,ADPRH
1,66291,23,1945016,0.811153581,1.275677136,ADPRM
8,66291,95,1945016,0.011037031,2.47078519,ADRA1B
7,66291,43,1945016,2.24E-05,4.776372534,ADRA1D
2,66291,4,1945016,3.77E-05,14.67028707,ADRB1
6,66291,9,1945016,1.69E-15,19.56038276,ADRB2
4,66291,25,1945016,0.001544046,4.694491862,ADRBK1
1,66291,328,1945016,0.002367651,0.08945297,ADRBK2
6,66291,11,1945016,1.47E-13,16.00394953,ADRM1
10,66291,72,1945016,6.38E-06,4.075079741,ADSS
4,66291,30,1945016,0.00567648,3.912076551,ADSSL1
3,66291,130,1945016,0.501598239,0.677090172,AEBP2
6,66291,19,1945016,6.70E-09,9.265444464,AEN
1,66291,1,1945016,0.000215929,29.34057414,AF020763
1,66291,2,1945016,0.003566767,14.67028707,AF063596
2,66291,10,1945016,0.009476839,5.868114827,AF086102
3,66291,83,1945016,0.92037003,1.06050268,AF086184
1,66291,447,1945016,0.000269611,0.065638868,AF086203
1,66291,17,1945016,0.591278467,1.725916126,AF086285
9,66291,792,1945016,0.000574266,0.333415615,AF086303
4,66291,22,1945016,0.000555266,5.334649843,AF086351
4,66291,21,1945016,0.000373874,5.588680788,AF279775
1,66291,102,1945016,0.18626542,0.287652688,AF508906
36,66291,364,1945016,1.68E-10,2.901815024,AFAP1
17,66291,168,1945016,7.15E-06,2.968986668,AFAP1L2
19,66291,301,1945016,0.00813359,1.852062819,AFF1
1,66291,74,1945016,0.341088298,0.396494245,AFG3L2
1,66291,16,1945016,0.550288729,1.833785883,AFP
1,66291,113,1945016,0.148031291,0.259651099,AFTPH
2,66291,22,1945016,0.1668852,2.667324921,AGA
10,66291,1189,1945016,1.80E-06,0.246766814,AGAP11
15,66291,91,1945016,3.87E-10,4.836358374,AGAP1
3,66291,34,1945016,0.101099578,2.588874188,AGAP2
12,66291,199,1945016,0.051718874,1.769280852,AGAP3
3,66291,1367,1945016,1.78E-10,0.064390433,AGBL1
5,66291,198,1945016,0.506273242,0.740923589,AGBL3
1,66291,1841,1945016,6.56E-15,0.015937303,AGBL4
2,66291,22,1945016,0.1668852,2.667324921,AGBL5
9,66291,113,1945016,0.011577523,2.336859887,AGFG1
4,66291,59,1945016,0.174647139,1.989191467,AGFG2
3,66291,40,1945016,0.176392385,2.20054306,AGGF1
2,66291,217,1945016,0.048267097,0.270420038,AGK
1,66291,11,1945016,0.328357289,2.667324921,AGMAT
1,66291,88,1945016,0.251008808,0.333415615,AGO1
14,66291,264,1945016,0.104181609,1.555939537,AGO2
2,66291,229,1945016,0.038566316,0.256249556,AGO3
3,66291,11,1945016,0.000144585,8.001974764,AGPAT1
9,66291,183,1945016,0.280146135,1.442979056,AGPAT3
3,66291,96,1945016,0.882319726,0.916892942,AGPAT5
2,66291,70,1945016,0.805480379,0.838302118,AGPAT6
9,66291,104,1945016,0.00544129,2.539088146,AGPAT9
6,66291,30,1945016,7.01E-06,5.868114827,AGPHD1
7,66291,261,1945016,0.530557752,0.78691195,AGPS
2,66291,19,1945016,0.109914366,3.088481488,AGR2
8,66291,76,1945016,0.001388578,3.088481488,AGRN
2,66291,271,1945016,0.017678779,0.216535602,AGTPBP1
9,66291,102,1945016,0.004516288,2.588874188,AHCYL1
20,66291,92,1945016,6.11E-18,6.378385682,AHDC1
3,66291,298,1945016,0.025461739,0.295374907,AHI1
15,66291,169,1945016,0.000224812,2.604192971,AHNAK
7,66291,39,1945016,5.93E-06,5.266256896,AHNAK2
7,66291,65,1945016,0.002256762,3.159754138,AHR
12,66291,253,1945016,0.261173659,1.391647785,AHRR
3,66291,28,1945016,0.046575481,3.143632943,AHSA1
4,66291,11,1945016,3.98E-07,10.66929969,AHSA2
1,66291,21,1945016,0.74269846,1.397170197,AICDA
6,66291,53,1945016,0.003104585,3.32157443,AIFM1
5,66291,43,1945016,0.005722927,3.411694667,AIFM2
1,66291,1,1945016,0.000215929,29.34057414,AIFM3
3,66291,484,1945016,0.000924525,0.181863063,AIG1
7,66291,56,1945016,0.000512037,3.667571767,AIMP1
2,66291,16,1945016,0.06328242,3.667571767,AJ011378
8,66291,430,1945016,0.084986133,0.545871147,AJ606316
3,66291,115,1945016,0.646601114,0.765406282,AJ606331
16,66291,30,1945016,5.73E-33,15.64830621,AJUBA
1,66291,19,1945016,0.669476538,1.544240744,AK022898
2,66291,2,1945016,1.68E-07,29.34057414,AK023178
1,66291,1,1945016,0.000215929,29.34057414,AK023507
3,66291,104,1945016,0.775518909,0.846362715,AK023515
2,66291,38,1945016,0.546059107,1.544240744,AK023614
3,66291,3,1945016,1.48E-10,29.34057414,AK024134
4,66291,7,1945016,8.10E-10,16.76604236,AK024141
52,66291,150,1945016,2.29E-71,10.17139903,AK024736
1,66291,122,1945016,0.1229746,0.240496509,AK026502
6,66291,6,1945016,1.28E-19,29.34057414,AK026714
2,66291,3,1945016,4.28E-06,19.56038276,AK027091
2,66291,11,1945016,0.014631485,5.334649843,AK027541
3,66291,22,1945016,0.01478271,4.000987382,AK054623
6,66291,17,1945016,9.24E-10,10.35549675,AK054635
1,66291,157,1945016,0.06080162,0.186882638,AK054753
1,66291,10,1945016,0.281679905,2.934057414,AK054970
6,66291,145,1945016,0.640952998,1.214092723,AK055332
1,66291,1,1945016,0.000215929,29.34057414,AK055656
4,66291,4,1945016,1.37E-13,29.34057414,AK055712
1,66291,2,1945016,0.003566767,14.67028707,AK055785
1,66291,55,1945016,0.526722662,0.533464984,AK055803
7,66291,30,1945016,1.02E-07,6.846133965,AK055876
4,66291,21,1945016,0.000373874,5.588680788,AK055918
2,66291,77,1945016,0.703581372,0.762092835,AK055974
4,66291,5,1945016,4.70E-12,23.47245931,AK056098
1,66291,136,1945016,0.092512527,0.215739516,AK056182
4,66291,8,1945016,5.60E-09,14.67028707,AK056211
3,66291,125,1945016,0.546249903,0.704173779,AK056252
1,66291,99,1945016,0.198441939,0.296369436,AK056368
4,66291,242,1945016,0.142372466,0.484968168,AK056485
2,66291,56,1945016,0.948179644,1.047877648,AK056686
4,66291,19,1945016,0.000152893,6.176962976,AK056817
1,66291,7,1945016,0.144790286,4.191510591,AK056897
4,66291,7,1945016,8.10E-10,16.76604236,AK056973
4,66291,33,1945016,0.010456484,3.556433229,AK056982
1,66291,24,1945016,0.843680456,1.222523922,AK057316
2,66291,221,1945016,0.044785246,0.265525558,AK057332
2,66291,263,1945016,0.020498541,0.223122237,AK057451
6,66291,14,1945016,2.25E-11,12.57453177,AK074396
1,66291,2,1945016,0.003566767,14.67028707,AK074615
7,66291,279,1945016,0.421636942,0.736143437,AK090688
5,66291,77,1945016,0.155317487,1.905232087,AK090700
1,66291,1,1945016,0.000215929,29.34057414,AK091102
1,66291,5,1945016,0.066579816,5.868114827,AK091265
1,66291,1,1945016,0.000215929,29.34057414,AK091866
10,66291,481,1945016,0.118093171,0.609991146,AK091889
1,66291,108,1945016,0.164252113,0.271671983,AK092087
1,66291,31,1945016,0.956811005,0.946470133,AK092451
1,66291,7,1945016,0.144790286,4.191510591,AK092541
2,66291,27,1945016,0.277444308,2.173375862,AK092589
17,66291,25,1945016,1.67E-41,19.95159041,AK093299
2,66291,17,1945016,0.077510866,3.451832251,AK093356
1,66291,347,1945016,0.001668582,0.084554969,AK093362
9,66291,133,1945016,0.042316747,1.985452385,AK093416
2,66291,170,1945016,0.117119555,0.345183225,AK093552
1,66291,8,1945016,0.189098788,3.667571767,AK093758
2,66291,56,1945016,0.948179644,1.047877648,AK093892
13,66291,248,1945016,0.12736532,1.538013967,AK094343
1,66291,1,1945016,0.000215929,29.34057414,AK094480
2,66291,281,1945016,0.014698327,0.208829709,AK094561
2,66291,333,1945016,0.005659441,0.176219664,AK094934
4,66291,141,1945016,0.71706212,0.832356713,AK094985
3,66291,3,1945016,1.48E-10,29.34057414,AK095112
4,66291,14,1945016,6.87E-06,8.383021182,AK095132
5,66291,46,1945016,0.009235981,3.189192841,AK095210
3,66291,14,1945016,0.000918753,6.287265886,AK095335
3,66291,3,1945016,1.48E-10,29.34057414,AK095700
11,66291,24,1945016,1.14E-20,13.44776315,AK095988
2,66291,16,1945016,0.06328242,3.667571767,AK096066
2,66291,73,1945016,0.760185935,0.803851346,AK096219
9,66291,44,1945016,2.40E-08,6.001481073,AK096335
3,66291,8,1945016,8.42E-06,11.0027153,AK096549
7,66291,38,1945016,4.10E-06,5.404842604,AK096622
2,66291,2,1945016,1.68E-07,29.34057414,AK096898
1,66291,1,1945016,0.000215929,29.34057414,AK096987
2,66291,567,1945016,8.35E-05,0.103494089,AK097143
3,66291,451,1945016,0.00166142,0.195170116,AK097161
2,66291,8,1945016,0.003089066,7.335143534,AK097242
1,66291,5,1945016,0.066579816,5.868114827,AK097370
1,66291,7,1945016,0.144790286,4.191510591,AK097453
1,66291,1,1945016,0.000215929,29.34057414,AK097472
5,66291,25,1945016,4.10E-05,5.868114827,AK097618
5,66291,31,1945016,0.00037094,4.732350667,AK097694
5,66291,59,1945016,0.042987918,2.486489333,AK097902
1,66291,24,1945016,0.843680456,1.222523922,AK097952
9,66291,51,1945016,3.82E-07,5.177748377,AK098012
4,66291,5,1945016,4.70E-12,23.47245931,AK098067
1,66291,19,1945016,0.669476538,1.544240744,AK098263
3,66291,6,1945016,4.48E-07,14.67028707,AK098783
1,66291,26,1945016,0.905523658,1.128483621,AK1
8,66291,15,1945016,2.73E-17,15.64830621,AK123177
1,66291,1,1945016,0.000215929,29.34057414,AK123450
4,66291,36,1945016,0.017553505,3.260063793,AK123543
1,66291,236,1945016,0.013203369,0.124324467,AK123834
4,66291,35,1945016,0.014903313,3.353208473,AK123889
1,66291,91,1945016,0.235317065,0.322423892,AK123976
17,66291,96,1945016,2.66E-12,5.19572667,AK124056
3,66291,6,1945016,4.48E-07,14.67028707,AK124326
2,66291,12,1945016,0.021266049,4.890095689,AK124439
2,66291,4,1945016,3.77E-05,14.67028707,AK124950
2,66291,158,1945016,0.147186583,0.371399673,AK125257
2,66291,39,1945016,0.570417255,1.504644827,AK125463
7,66291,72,1945016,0.005599732,2.852555819,AK125500
2,66291,506,1945016,0.00024841,0.115970649,AK125749
3,66291,13,1945016,0.000535287,6.770901724,AK125871
1,66291,3,1945016,0.015040287,9.780191378,AK126318
7,66291,76,1945016,0.008748956,2.702421302,AK126351
4,66291,6,1945016,7.97E-11,19.56038276,AK127183
3,66291,43,1945016,0.220401862,2.0470168,AK127380
8,66291,884,1945016,5.99E-05,0.265525558,AK127472
17,66291,19,1945016,2.62E-49,26.25209265,AK127609
2,66291,30,1945016,0.349267698,1.956038276,AK127697
1,66291,53,1945016,0.552252979,0.553595738,AK128216
2,66291,7,1945016,0.001471147,8.383021182,AK128439
3,66291,6,1945016,4.48E-07,14.67028707,AK128593
2,66291,4,1945016,3.77E-05,14.67028707,AK131516
1,66291,17,1945016,0.591278467,1.725916126,AK2
1,66291,13,1945016,0.420102945,2.256967241,AK291701
2,66291,3,1945016,4.28E-06,19.56038276,AK294004
1,66291,2,1945016,0.003566767,14.67028707,AK299501
1,66291,101,1945016,0.19023247,0.290500734,AK301549
1,66291,237,1945016,0.01295547,0.123799891,AK302694
3,66291,1,1945016,9.55E-16,88.02172241,AK307150
7,66291,3,1945016,3.28E-32,68.46133965,AK307192
1,66291,28,1945016,0.963344304,1.047877648,AK307233
4,66291,3,1945016,1.47E-15,39.12076551,AK307246
3,66291,165,1945016,0.272903645,0.533464984,AK309441
1,66291,2,1945016,0.003566767,14.67028707,AK309476
1,66291,57,1945016,0.502546288,0.514746915,AK309988
4,66291,5,1945016,4.70E-12,23.47245931,AK310493
1,66291,6,1945016,0.103389312,4.890095689,AK311113
2,66291,1,1945016,7.85E-10,58.68114827,AK311257
3,66291,1,1945016,9.55E-16,88.02172241,AK311383
3,66291,1,1945016,9.55E-16,88.02172241,AK311445
1,66291,1692,1945016,8.66E-14,0.017340765,AK311578
2,66291,1,1945016,7.85E-10,58.68114827,AK313893
1,66291,4,1945016,0.036424607,7.335143534,AK316092
4,66291,4,1945016,1.37E-13,29.34057414,AK3
12,66291,247,1945016,0.228055083,1.425452994,AK5
3,66291,295,1945016,0.026865925,0.29837872,AK8
2,66291,63,1945016,0.921222288,0.931446798,AKAP10
1,66291,75,1945016,0.333589193,0.391207655,AKAP11
2,66291,91,1945016,0.536120245,0.644847783,AKAP1
8,66291,194,1945016,0.59683499,1.209920583,AKAP12
48,66291,697,1945016,1.51E-06,2.020584732,AKAP13
3,66291,691,1945016,2.38E-05,0.1273831,AKAP6
1,66291,224,1945016,0.016585304,0.130984706,AKAP7
1,66291,51,1945016,0.579231413,0.575305375,AKAP8
1,66291,80,1945016,0.298733037,0.366757177,AKAP8L
3,66291,264,1945016,0.046790291,0.333415615,AKAP9
1,66291,16,1945016,0.550288729,1.833785883,AKIP1
2,66291,19,1945016,0.109914366,3.088481488,AKIRIN1
2,66291,27,1945016,0.277444308,2.173375862,AKIRIN2
6,66291,121,1945016,0.367229579,1.454904503,AKNA
3,66291,54,1945016,0.405461349,1.630031896,AKNAD1
5,66291,34,1945016,0.000863493,4.314790314,AKR1B10
16,66291,11,1945016,1.23E-59,42.67719874,AKR1B1
1,66291,44,1945016,0.686628586,0.66683123,AKR1B15
21,66291,186,1945016,3.42E-08,3.312645467,AKR1C1
47,66291,318,1945016,1.19E-24,4.336499951,AKR1C3
1,66291,37,1945016,0.818568956,0.79298849,AKR1C4
3,66291,49,1945016,0.317799942,1.796361682,AKR1E2
4,66291,30,1945016,0.00567648,3.912076551,AKT1
4,66291,21,1945016,0.000373874,5.588680788,AKT1S1
1,66291,103,1945016,0.18238712,0.284859943,AKT2
6,66291,473,1945016,0.012252653,0.372184873,AKT3
3,66291,23,1945016,0.018566804,3.827031409,AKTIP
4,66291,5,1945016,4.70E-12,23.47245931,AL137535
3,66291,13,1945016,0.000535287,6.770901724,AL360260
2,66291,15,1945016,0.050486358,3.912076551,AL833139
1,66291,27,1945016,0.93491762,1.086687931,ALAS1
30,66291,305,1945016,6.60E-09,2.885958112,ALCAM
1,66291,116,1945016,0.13912502,0.252935984,ALDH18A1
33,66291,288,1945016,2.42E-12,3.361940786,ALDH1A1
2,66291,600,1945016,4.64E-05,0.097801914,ALDH1A2
3,66291,43,1945016,0.220401862,2.0470168,ALDH1A3
3,66291,20,1945016,0.00883372,4.40108612,ALDH1B1
2,66291,114,1945016,0.343024144,0.514746915,ALDH1L2
8,66291,59,1945016,7.40E-05,3.978382934,ALDH2
9,66291,20,1945016,5.94E-17,13.20325836,ALDH3A1
11,66291,37,1945016,2.67E-14,8.722873392,ALDH3A2
21,66291,89,1945016,1.73E-20,6.923056818,ALDH3B1
6,66291,46,1945016,0.000871116,3.827031409,ALDH4A1
2,66291,77,1945016,0.703581372,0.762092835,ALDH5A1
1,66291,38,1945016,0.797960296,0.772120372,ALDH6A1
3,66291,77,1945016,0.820043529,1.143139252,ALDH7A1
1,66291,66,1945016,0.408339556,0.444554154,ALDH9A1
2,66291,18,1945016,0.093086653,3.260063793,ALDOA
1,66291,681,1945016,4.09E-06,0.043084544,ALG1
1,66291,132,1945016,0.100306639,0.222277077,ALG14
1,66291,93,1945016,0.225450042,0.315490044,ALG5
1,66291,50,1945016,0.593295384,0.586811483,ALG8
2,66291,107,1945016,0.392882215,0.548421946,ALG9
3,66291,1256,1945016,1.23E-09,0.070080989,ALK
7,66291,75,1945016,0.007859775,2.738453586,ALKBH1
2,66291,10,1945016,0.009476839,5.868114827,ALKBH2
1,66291,36,1945016,0.839826903,0.815015948,ALKBH3
4,66291,46,1945016,0.062447893,2.551354273,ALKBH5
1,66291,7,1945016,0.144790286,4.191510591,ALKBH6
3,66291,91,1945016,0.954776472,0.967271675,ALKBH8
1,66291,364,1945016,0.001221401,0.080605973,ALMS1
1,66291,18,1945016,0.631007707,1.630031896,ALOX12B
1,66291,109,1945016,0.160862285,0.269179579,ALOX12P2
9,66291,64,1945016,1.54E-05,4.126018238,ALOX5AP
2,66291,44,1945016,0.689441106,1.333662461,ALOXE3
1,66291,214,1945016,0.020074527,0.137105487,ALPK1
17,66291,227,1945016,0.001319038,2.197311719,ALPK2
2,66291,66,1945016,0.869848883,0.889108307,ALS2
4,66291,28,1945016,0.003542093,4.191510591,ALS2CL
1,66291,96,1945016,0.211480554,0.305630981,ALS2CR8
4,66291,33,1945016,0.010456484,3.556433229,ALX1
9,66291,101,1945016,0.004103022,2.614506606,ALX4
1,66291,3,1945016,0.015040287,9.780191378,ALYREF
1,66291,47,1945016,0.637952417,0.624267535,AMACR
2,66291,36,1945016,0.496976677,1.630031896,AMBP
3,66291,242,1945016,0.069360191,0.363726126,AMBRA1
3,66291,107,1945016,0.738339057,0.82263292,AMD1
1,66291,26,1945016,0.905523658,1.128483621,AMDHD1
1,66291,11,1945016,0.328357289,2.667324921,AMER1
2,66291,72,1945016,0.775007215,0.815015948,AMFR
6,66291,9,1945016,1.69E-15,19.56038276,AMIGO2
11,66291,258,1945016,0.466164605,1.250954711,AMMECR1
3,66291,10,1945016,6.47E-05,8.802172241,AMN1
2,66291,101,1945016,0.441422383,0.581001468,AMN
1,66291,84,1945016,0.273733476,0.349292549,AMOT
25,66291,29,1945016,4.49E-70,25.29359839,AMOTL2
8,66291,33,1945016,6.04E-09,7.112866457,AMPD2
8,66291,111,1945016,0.036283255,2.114635974,AMPD3
1,66291,23,1945016,0.811153581,1.275677136,AMZ2
1,66291,12,1945016,0.374605296,2.445047845,AMZ2P1
2,66291,158,1945016,0.147186583,0.371399673,ANAPC10
1,66291,11,1945016,0.328357289,2.667324921,ANAPC13
3,66291,7,1945016,2.25E-06,12.57453177,ANAPC15
4,66291,94,1945016,0.663077981,1.24853507,ANAPC4
