In_Frag
70
454
1
9
639
44
634
4995
5
189
121
414
150
86
1422
270
10
7412
0
165
843
349
1541
2
185
5
14
29
10
271
9455
9
3947
758
173
97
1527
148
6
38
43
7719
538
1250
5140
188
4010
127
7
318
30
3162
210
90
92
8
7
828
63
1
4195
123
2016
6541
1535
1520
175
45
38
0
448
17
561
3
458
3380
8
1544
8
5328
60
8314
3412
57
46
11
168
236
55
18
1487
0
0
5
842
125
25
473
1270
29
384
341
110
1968
33
430
59
986
14
279
14
468
9
19
1944
241
55
1153
101
621
33
488
42
195
2113
6373
668
1320
8809
788
1254
1451
2847
96
1
3
1
182
1058
100
492
0
47
380
2905
80
450
2273
87
667
36
507
1168
492
19
2320
2713
51
31
13
829
4683
1021
2205
1356
209
72
1
1046
7
297
961
23
2
617
283
20
140
4
2
11
72
52
121
1057
475
38
182
15
406
2342
1673
131
1
2923
121
6638
938
250
586
1416
780
998
269
9
817
675
625
359
8
1038
213
6
479
1501
2227
1694
56
5202
1
2465
6
5276
3
1
88
547
3294
7
0
5
1
30
323
128
4069
0
217
43
76
1677
2183
1224
3
11
158
1488
315
398
31
163
41
942
9
17
916
60
44
857
6470
1034
1911
9
3
1154
58
3181
41
298
2283
135
37
14
1
1057
487
80
0
1
265
4160
3
258
9
11
3745
91
163
857
68
27
2942
1472
10
1122
20
967
33
253
40
461
116
97
833
37
1309
1923
1698
2913
495
342
1
130
4
45
18
1092
77
2058
4543
11
1
2139
7
4378
438
38
413
17
848
264
1123
178
117
114
3
828
2294
1
683
287
66
11
508
999
421
1181
65
30
31
2255
983
1790
7
475
5992
24
711
1876
29
319
2628
18
1891
579
462
3
349
248
2
93
848
4
88
308
972
2305
582
0
737
1583
1232
4203
3638
5651
29
2698
43
2
122
24
20
2781
93
517
1913
127
90
21
3
2334
1
3844
284
0
150
105
119
4456
3949
8
7
0
1431
56
3276
168
835
1060
120
185
12
4212
1464
0
0
730
2020
143
2
5
455
372
254
551
171
373
326
164
1175
1690
1917
214
523
421
2670
536
75
141
6385
22
4608
7
130
674
2
86
1663
1062
409
164
1228
819
54
284
47
174
53
35
5
1
121
27
5
433
16
6
367
2815
4
75
218
8921
6406
8
122
5469
190
266
275
1085
80
859
1324
3296
2331
340
119
674
1
756
1813
7
506
968
313
189
51
270
2114
958
2341
51
45
159
16
2427
40
251
13
1499
366
102
2866
3922
503
2
1797
20
404
23
5
2
16
171
10
5027
12
10
4
360
14
777
1
274
236
946
396
5
1622
588
0
16
138
156
66
160
281
1605
74
634
490
129
180
4159
4797
0
469
8
45
531
422
565
595
117
2556
6839
1936
24
4204
11
79
91
1485
619
2049
6991
110
446
4731
1334
42
716
2887
269
1428
2105
533
1561
1347
1403
2742
42
3
466
17
3190
2462
48
5245
666
45
16
5675
1390
5
707
576
7
188
4873
791
8
568
13
4
6
48
277
157
581
2
34
129
3
772
26
773
3
866
406
1725
125
2
146
2099
1111
2037
328
2
0
148
3
687
313
7
11
6
538
18
6
186
1986
243
2785
853
29
335
761
2064
2
22
34
4481
69
376
2178
1848
99
762
4
10
0
1745
7
224
4
2
43
63
641
3748
405
5024
32
4
481
31
5952
480
352
159
13
390
221
1897
932
660
1482
27
680
5990
71
1833
220
1247
7279
133
44
1
6486
352
334
112
46
96
1215
35
158
319
160
1644
563
1309
274
62
38
155
0
19
443
30
184
1351
340
683
2821
2113
203
20
44
6633
11
21
849
54
52
80
3
0
741
62
69
0
17
2
334
476
51
206
1617
150
153
108
28
1191
48
64
213
709
183
309
194
1808
4133
0
43
204
1865
1
41
360
2
2340
4006
2226
26
6
743
1265
533
121
91
60
620
682
1476
55
61
57
3019
882
1039
41
647
15
886
0
341
114
1742
38
12
825
37
159
1256
301
5288
16
9
8
25
155
258
1680
30
5
4485
1406
770
1282
735
118
3902
196
2051
89
757
58
760
9
33
164
4344
596
54
32
1757
6
40
83
1115
12
25
13
7
23
43
12
71
4478
800
778
468
27
1145
1269
135
405
624
1
282
1383
93
1208
2211
143
5
1311
2552
894
2872
247
40
461
4
591
243
6366
5
693
539
280
273
502
82
11
9
633
1218
59
103
2
151
705
83
379
124
209
6286
557
1030
5
401
3213
3
3778
2333
2
153
73
2
1383
113
1792
727
117
366
1051
5
1236
253
11
101
1174
175
1497
933
0
4
8298
3547
281
5192
1386
322
2040
67
80
452
18
12
44
136
177
968
997
4445
1414
1914
31
98
39
1
444
51
398
0
501
1139
1821
313
166
10
2
488
2759
235
4554
98
1038
603
29
1556
2379
3
988
147
145
53
614
7164
7
248
229
1426
56
903
10
63
497
1931
822
1180
1
26
2831
0
138
3930
1650
19
341
31
190
715
896
345
6
7594
2149
1729
573
52
2218
143
1279
65
344
24
266
64
820
232
2
5619
1767
2836
12
2974
524
96
3159
550
76
974
780
683
46
57
4052
2
593
1067
2
15
377
117
1
45
7
5969
1718
60
1204
1925
1301
359
4309
22
19
63
65
69
867
212
7648
830
3466
2
2514
12
88
19
2890
17
27
2
5788
84
564
81
676
43
269
0
3295
369
29
1803
78
62
380
469
1309
6329
8
205
29
179
2
49
1355
32
143
39
78
54
17
4184
5650
5453
363
2686
5753
5424
4
213
2
841
73
4550
151
35
1642
335
16
258
126
718
152
542
714
73
143
2
2
167
167
99
210
1
2
191
1034
5813
19
1581
1
16
1136
102
1577
26
2847
1075
81
1114
444
1
26
22
2199
4756
8
509
38
25
77
455
441
65
3
4985
1364
15
675
9
1842
1766
410
0
89
17
46
193
4294
373
2
123
334
762
0
278
175
39
16
971
844
1146
1174
208
14
2951
663
5
96
63
0
213
8
3
14
84
875
285
194
61
3486
1282
170
68
472
65
22
208
470
15
453
24
76
494
1230
0
82
1331
1
1472
2254
79
5160
435
908
350
628
46
17
2
730
18
2
307
232
394
363
2434
0
135
65
470
6777
16
4
201
32
0
10
32
5
738
5
171
2
225
287
61
798
2636
4
14
372
986
10
79
99
0
2210
39
600
1
92
80
14
140
3094
12
7
11
20
2471
78
27
225
1061
366
0
23
1745
3515
3723
408
27
407
949
96
60
766
608
1510
252
392
70
2
2
3547
56
4937
31
54
812
453
187
19
196
7
1037
4
4
361
14
189
1
591
3
753
1469
278
477
719
136
191
2177
1578
3
93
2654
0
70
687
771
1348
30
3
4
928
298
2
19
3428
2113
92
720
87
314
0
48
42
646
1
17
524
65
1354
530
351
858
77
275
276
464
6
1538
4376
1636
198
75
820
874
6
3043
6459
616
1527
47
625
944
36
2780
0
232
1582
28
3262
67
3734
42
21
832
106
1897
289
37
1364
33
43
26
10
7
238
10
3251
352
1565
195
743
2088
206
36
60
3384
43
12
3587
3
269
2
1
272
1091
990
75
1784
132
46
56
3703
4061
99
46
696
10
160
0
90
2565
2078
2968
516
441
1121
11
193
3665
1
3065
5439
84
2927
51
41
64
0
122
2
55
130
5787
50
187
44
2
95
111
10
10
215
227
118
1
738
223
223
514
176
399
99
111
11
277
843
1621
805
188
14
64
6
328
22
3
6
3291
1389
5132
101
3326
104
322
348
32
2503
280
432
30
5
60
329
166
3
4
766
754
10
23
0
358
21
3891
2013
5
445
1006
55
26
222
226
7586
1370
86
566
589
838
1050
338
179
1220
1216
757
1896
51
18
332
1886
341
1
11
54
216
398
59
1146
54
299
249
201
68
32
0
110
4
53
269
35
106
426
5
163
172
93
1061
712
13
3
385
1194
1134
62
1214
1
151
526
4530
132
465
23
635
90
67
5020
578
154
12
1
5
921
25
78
7
394
40
12
33
3
2819
631
206
26
4683
681
19
8
23
38
1593
163
3356
367
46
313
1660
111
814
265
70
80
798
97
1234
69
71
192
5
4154
286
321
16
9
39
46
62
3
126
111
299
2310
1886
5
71
876
838
2237
1422
8
703
563
703
675
36
1714
2
12
2949
246
131
1115
562
254
49
867
1024
1479
14
334
624
42
0
127
66
425
729
34
1090
727
19
3012
3
17
389
619
133
0
2
1
90
2508
89
160
1265
346
2
70
1183
772
9
1956
1263
133
4
3567
7849
587
315
100
32
662
14
86
114
29
1718
1933
152
653
33
430
1
494
2446
4107
117
918
227
102
326
124
98
3
281
13
561
30
740
4362
281
615
3201
790
22
543
3486
4169
3108
2
64
1425
143
54
316
7
35
549
1429
579
28
3
105
1258
1078
2692
965
5
281
8
13
321
102
164
1909
42
58
3
53
5
156
37
120
447
1
738
46
165
930
198
1303
335
377
5
805
608
424
132
0
230
47
103
2714
1354
373
612
21
2685
570
0
22
335
253
401
24
1
5614
2
13
178
427
20
8
265
52
82
5
460
765
4978
52
684
236
1244
2367
51
1
845
251
121
490
65
0
0
192
113
7671
21
134
61
2237
331
3325
620
1050
13
1136
116
565
29
6
6758
397
943
24
0
3514
3243
8
1
319
432
1
26
735
148
2831
84
4726
120
294
260
8
66
1230
1065
127
831
1992
8090
372
3
1287
91
88
37
569
333
412
228
1
609
627
122
13
1016
739
222
50
275
706
270
2676
577
16
4699
1713
37
445
94
0
1903
0
407
466
1
74
3473
0
162
272
0
17
2
227
502
61
14
0
88
6342
464
747
64
1950
1000
246
1803
243
219
1870
43
20
1231
1005
341
1753
66
2274
10
603
3
279
2095
250
886
12
27
1561
624
3854
72
352
6987
32
98
5
165
568
130
190
397
25
5
91
19
0
119
5
229
9
7
390
351
201
2381
517
103
1
2652
1
42
78
28
734
22
662
342
95
1755
2284
1856
654
69
1444
2422
145
2
27
382
8
17
1142
418
2905
565
474
474
112
3
77
2558
171
371
39
1050
248
879
185
4
5688
21
622
3496
3
823
399
773
67
14
91
506
13
54
9
2713
3
79
7322
13
57
3210
0
7
18
673
242
721
1597
1928
760
3
555
444
62
0
5
46
36
980
94
91
23
18
85
437
19
20
753
2557
1201
5155
19
367
0
10
622
130
80
115
0
96
85
693
52
1451
68
4865
533
1023
163
2881
1
19
697
5393
1804
46
43
3698
1384
3565
82
1006
2393
7808
2393
6
3
0
928
284
348
1262
0
185
8
1035
293
37
0
68
5240
897
33
4945
11
53
2181
7
1098
405
5
128
39
2
19
51
5
236
1408
63
685
228
5891
1734
5071
335
180
597
86
709
31
1899
26
32
3
75
6227
742
3803
50
3403
2430
44
113
38
82
280
372
2802
521
303
0
21
2916
7
33
47
6234
705
2610
2591
32
3920
272
3
2475
252
842
88
278
1
103
37
272
159
30
269
1358
293
26
278
76
149
1329
28
388
1
300
2127
51
194
736
80
361
27
443
2140
8
329
318
592
142
25
965
57
669
480
6
533
6439
2
578
58
248
40
158
73
99
175
1085
340
965
208
982
1237
92
1615
272
2064
1457
5
17
1
32
58
0
1131
585
26
113
30
25
269
1
24
0
6
47
6147
199
4
24
1610
350
380
215
10
202
121
3166
673
98
188
850
1499
560
3439
3149
454
2446
20
2292
20
73
1117
0
1734
244
2644
2633
1
1
277
186
10
1865
2991
3914
56
62
29
0
1
1688
1
86
467
20
1324
184
1454
1166
12
288
152
19
0
1682
67
6
832
139
5526
908
2713
73
5
199
6
2
1296
24
2309
5
559
163
40
56
700
512
887
6393
724
116
831
1424
333
130
632
190
410
2583
730
47
299
737
715
1
500
3
6323
3086
1470
160
3153
9
2015
2
48
396
168
113
10
3861
6
198
18
1
1
799
229
73
7220
920
1743
6
24
470
6398
2568
6434
435
4950
8
806
125
0
1263
5
734
2179
30
928
10
1603
651
5
8
341
15
1777
100
2216
45
557
0
217
1528
9
2698
1858
1230
52
773
564
46
249
374
60
104
12
15
179
116
12
839
277
486
174
54
1
27
4
9
49
334
669
15
9
275
3
4489
3
2714
694
3175
48
28
11
293
78
807
8554
522
1
1
45
26
20
35
36
33
120
10
841
67
1446
22
4
62
5736
1662
9
39
1383
189
1
216
1159
515
4423
101
22
2404
1975
1780
0
78
357
801
296
4
0
2905
1970
0
871
599
6
4883
0
262
385
309
777
928
184
1334
23
675
96
869
28
692
2236
814
30
62
403
1090
8
2164
15
6340
82
813
482
134
1674
8100
129
413
1
15
1
1042
248
164
367
708
40
54
2595
5
2529
5
9
1
1174
906
1920
1
301
2614
94
15
12
57
96
240
106
3
28
27
26
14
456
1
996
1048
134
427
44
14
335
1916
28
2690
83
71
18
2120
11
71
480
354
17
363
0
290
767
536
999
2440
3732
3955
3
2
10
337
39
101
234
1
385
246
1447
355
10
1844
30
64
282
152
3239
267
3123
10571
2145
613
3215
18
701
33
534
431
54
1
687
968
152
316
85
720
50
590
10
1072
482
1
1
1902
93
199
185
88
142
1031
8
593
1654
758
319
739
354
689
12
93
30
105
1406
2
253
276
8
24
2536
291
16
5385
0
936
132
672
250
94
152
1
8
223
160
5
43
13
44
3
258
33
1089
37
71
759
12
9
63
107
5373
536
1853
2027
493
1
5437
10
280
990
2
640
159
3
4987
57
30
23
1802
9
805
688
346
379
11
16
3
37
8
1594
3011
10
586
2
726
1736
19
1086
5
31
131
81
4853
8
349
1663
2
6035
184
6533
41
5
4
3371
1678
44
52
70
888
1756
2005
1135
66
5
7
19
344
5457
483
14
2
16
29
1556
23
2964
619
1
1205
155
126
366
71
2304
2017
118
61
1
32
105
31
112
8641
355
581
6
3
288
1
645
843
3141
2
109
302
494
4264
4695
4
2
170
871
165
95
6
4878
896
1382
1186
131
5635
1610
60
709
43
234
3579
88
118
18
209
194
469
3180
4710
538
765
69
127
19
2
147
23
590
4415
2956
62
4
80
3834
700
144
11
127
213
1702
6
287
250
145
5
3758
384
39
6
2310
1691
6642
0
165
94
94
73
536
6
19
1233
303
3745
208
53
32
683
279
6
2175
348
3
4557
3081
1058
315
0
1636
1806
8
255
325
3
1552
18
623
170
63
62
442
2
111
179
596
35
2317
12
1
126
508
5
289
595
4679
0
304
1158
702
4
8
25
7
1706
87
429
5
297
5
66
228
1116
1011
6721
12
1547
78
194
267
144
11
38
23
17
144
16
1583
19
1
126
367
1071
204
1154
743
3
232
266
168
1120
186
0
1065
354
17
913
1441
53
14
73
10
31
7
18
5
588
5
815
114
49
30
0
1230
3217
990
7
27
3864
5
2717
7
22
2115
374
6
290
997
618
6267
205
802
42
15
73
466
806
443
38
27
1783
17
397
6
4
3188
23
2196
327
36
3
1654
416
20
479
76
36
379
3
24
0
51
48
14
2113
4452
637
13
588
5
298
741
2
7
2213
27
85
175
3674
0
24
59
68
1642
7
6024
2
7
22
100
36
596
2
14
521
114
5
1678
153
333
169
71
382
129
1480
1971
655
663
2
5690
6
3344
1447
2
1122
369
149
15
217
236
126
922
11
31
7081
503
160
401
598
6
1016
277
1473
1194
3991
597
9
421
1659
67
172
7
0
188
3
26
6
277
3495
2
30
1134
6
569
184
115
1652
561
302
6314
3032
15
765
999
4857
36
743
229
375
1575
2589
0
478
4
217
268
28
6
24
22
2058
5084
1209
0
640
46
857
1228
961
193
604
158
923
247
94
2787
1922
2007
22
442
1156
86
412
25
531
376
193
862
878
221
3253
739
189
2
32
197
94
41
198
8093
31
2811
1294
650
2
5424
51
125
49
1496
1953
2898
17
4331
198
303
6
322
7
5
1855
156
391
1751
29
3
899
23
17
7
22
220
769
41
2235
12
15
1353
852
3565
95
124
115
6
48
120
118
357
2172
131
121
426
64
2600
43
8
508
120
5427
3156
2951
218
176
916
242
89
25
135
13
2031
2
3193
356
0
2
78
147
1029
59
12
445
357
382
13
356
470
577
29
330
5
913
316
6
82
626
863
1
167
2264
47
128
517
207
12
18
57
222
2
1825
275
1590
1
1767
688
1687
56
656
152
84
2795
30
2364
9575
234
18
3590
62
0
718
32
11
3
19
841
54
8
26
103
62
2984
195
334
225
65
68
208
2
210
507
92
9
356
6157
43
1314
112
150
50
5553
19
143
99
68
113
47
1525
1972
7
1737
26
890
2390
78
220
33
868
1101
249
55
835
1335
570
8699
384
11
276
54
35
13
1106
1328
64
375
60
4409
1467
991
274
3409
416
115
4
0
1632
1891
976
275
1302
67
79
176
0
47
2699
328
1278
33
8282
419
1103
537
39
247
476
354
176
937
1330
374
87
178
11
2185
602
3
7
113
460
192
39
60
45
2463
81
1165
20
983
13
774
419
674
160
227
10
142
31
3820
11
21
440
0
564
536
564
213
124
1049
567
310
45
5
456
14
0
513
18
244
7927
726
13
1
1598
1
12
771
182
6
107
439
1470
1145
153
46
1052
11
27
38
0
317
17
323
251
2503
4082
329
2686
237
403
652
142
2
30
39
216
1032
104
229
88
570
780
20
8
225
2963
525
7
3703
1542
134
176
4646
276
1001
0
1
40
441
155
751
1105
7429
1398
71
748
67
1
2561
292
2147
3
12
349
299
2
1535
38
2224
2003
1401
3
174
1
125
2462
337
534
414
5
1747
65
816
1384
2032
2370
50
917
4608
1456
1
1445
1
278
228
18
76
884
8
16
282
77
46
154
564
347
100
78
1387
2359
250
30
5245
564
47
28
211
634
16
201
13
136
1919
14
33
34
37
261
120
54
6203
1810
57
5
35
0
859
343
56
809
330
1078
313
167
4798
73
0
74
143
1307
1027
1992
281
181
1015
991
973
11
21
137
5184
1275
6
147
15
5018
167
36
303
792
373
42
362
178
208
2532
3
924
22
513
121
349
7
0
351
279
1119
1067
3311
404
98
432
3
8
2
3724
50
464
30
471
1223
103
205
2558
303
65
23
39
997
196
107
85
35
1484
3175
7
9
4550
98
3
2
98
476
61
41
10
3313
8
231
5273
2
514
1826
2506
491
449
1097
88
1965
106
72
96
3377
290
657
58
75
83
984
1799
27
365
107
3
233
936
767
2370
4445
54
116
369
8413
701
319
95
298
2
139
1
131
453
66
116
45
358
558
1
81
546
8
5
451
244
0
41
5071
540
121
1342
68
1305
1
1654
863
76
7
4260
2507
1
16
1878
891
10
323
77
3575
212
1480
35
3370
1050
151
432
14
1106
4200
10
40
46
4
591
1421
1415
4
61
34
214
0
157
561
48
76
813
57
1239
144
729
914
144
524
275
101
84
3414
29
2941
6585
1414
120
9
1288
86
113
9
51
1669
475
2
44
645
1454
24
813
0
2050
2617
246
2
252
90
378
4989
4
5788
4161
14
20
5091
13
332
115
1125
94
279
667
2255
424
4263
6
19
8547
0
0
3815
10
70
20
323
190
18
10
7
17
3112
121
27
172
22
233
5
867
100
26
74
2858
1984
43
50
611
3
8005
318
251
230
4
93
311
7
1229
171
270
1
40
124
74
2
1671
2984
540
4518
6824
3348
14
1006
224
6154
194
295
169
5489
2128
37
2
818
8
151
162
34
3679
495
70
8869
2546
583
1
1291
3196
410
2626
248
1670
1886
223
4
16
63
225
4827
15
404
16
4198
189
16
149
20
861
15
2516
9131
1740
308
2359
225
692
925
375
2431
1
1849
12
113
205
21
542
5297
131
201
80
511
186
7
1892
11
91
183
619
16
135
1403
1893
42
168
396
246
32
26
5
5947
26
1316
3017
1378
5
20
314
6
114
18
118
13
22
1563
112
950
30
534
1
523
15
1648
119
949
395
3434
187
5604
172
58
3
175
994
3
2226
343
675
1576
321
127
3
49
1290
8
1595
2704
42
3391
0
3030
957
686
43
45
227
774
542
91
78
202
53
142
192
0
2
2
292
1679
10
406
70
7
432
202
28
2162
218
430
5982
12
54
328
1
116
5156
71
26
629
373
431
669
21
10
656
111
401
605
400
144
463
1
30
28
290
14
69
3467
0
46
964
110
82
249
6158
143
719
60
23
70
1446
469
190
28
18
1174
135
14
2524
3402
1799
419
2202
3064
318
2321
983
2006
149
1136
584
0
3527
619
283
326
170
337
202
8239
17
3827
109
211
25
43
1082
349
19
163
127
811
480
3080
20
1066
224
2
255
62
1053
1067
0
2902
1278
1681
25
6
3436
454
103
2325
203
47
512
111
385
24
1126
28
1452
768
161
12
3128
1573
19
2968
299
5
10
329
203
39
2017
87
5391
5013
20
788
15
132
73
2067
333
0
3716
741
1977
6
89
1006
109
15
3155
661
206
138
2072
84
13
278
372
247
8306
286
62
36
50
257
430
2252
377
506
2156
733
392
2616
393
259
10
1043
8
555
643
60
131
30
4514
2160
7
4009
90
1040
1523
21
3218
161
1622
942
3758
5
1805
32
72
653
3514
175
1449
185
97
44
17
307
110
2957
41
71
1
337
595
26
1164
31
433
579
6547
317
319
758
70
230
333
1120
801
167
1243
245
3562
1490
42
856
40
12
87
113
6
755
507
153
1693
491
30
29
155
132
360
1
6506
184
7
152
3
4
363
308
9
2551
412
401
2473
2143
680
632
373
2382
2026
163
6
13
638
0
36
260
13
49
292
32
2
73
34
197
9
288
49
2
4283
19
22
61
739
1160
123
185
436
1520
37
0
60
46
8
3
83
76
726
4
3
314
7
1
806
2308
17
151
677
6
1306
16
81
3370
876
4537
4073
6
186
31
9
2
199
224
3710
126
643
5
5303
386
2068
20
194
679
200
367
728
737
97
78
535
1169
642
3398
47
556
2750
1
3364
0
90
137
170
570
203
314
44
49
4320
283
2972
1272
7
758
4134
121
7139
16
18
974
3990
166
4326
132
88
48
29
530
1
29
1133
11
17
543
445
4306
29
166
13
6820
17
879
4227
1234
1
130
593
34
62
1
2
102
17
54
25
102
5860
2510
436
110
861
600
23
1555
107
851
182
343
27
134
310
28
45
43
223
803
38
114
3637
5456
17
1
105
1027
108
1
76
178
74
1
333
236
6074
18
191
31
296
771
6
8
99
139
438
3
239
0
777
7428
3456
14
1
300
3212
657
388
610
576
342
71
2546
645
4
3
4292
585
3687
1196
352
404
31
20
2982
1199
1925
3
1165
2
2293
1792
4233
263
0
895
6203
207
126
5625
2844
110
19
523
79
4679
6028
620
1
30
1
0
390
471
1144
148
6647
477
2507
34
83
7
10
9
613
328
0
879
180
3
119
8
3059
245
21
733
16
370
400
10
87
37
6
2280
1
99
256
336
46
20
23
34
15
8
0
3226
329
3
648
33
1610
4672
7
54
28
246
6
229
18
242
1293
822
164
3133
66
278
5
382
468
1
353
16
1031
1516
1116
31
1
278
3
4
34
5565
1068
8
135
36
2538
907
127
115
3698
626
600
46
79
1664
2
17
145
168
93
6
100
920
28
519
10
84
77
870
639
34
542
10
403
351
2974
4620
11
8
7
522
21
14
2881
32
2132
13
8
64
1544
267
585
145
45
0
728
5
1623
64
2149
369
91
7
2016
292
210
1038
323
256
2651
1208
110
30
1535
1594
54
4
255
0
23
111
0
85
103
5
244
2648
3
14
659
5
147
544
240
2
776
214
473
2106
3
864
232
326
34
2
37
67
896
2930
58
112
1740
397
19
848
1031
276
40
383
43
26
62
331
109
1873
903
29
4586
17
73
40
528
54
111
268
14
1105
2597
669
503
12
6410
459
61
1098
66
630
965
3
13
3565
48
12
552
108
1
1043
1
22
1784
4669
3628
130
1571
285
2
70
86
19
95
196
0
19
1
489
256
1252
1877
2211
167
695
92
368
330
234
1989
1404
3
84
616
701
16
1
0
131
3
33
989
26
686
80
68
2032
196
964
102
54
56
1418
320
32
2583
57
149
231
2203
1555
675
15
876
313
1027
1290
91
1582
207
2
15
0
10
193
0
13
232
5258
1747
1621
12
364
22
6
70
14
5254
213
98
0
7
370
12
516
1
2
442
5
0
22
78
4236
188
580
177
4
7
79
740
181
260
514
60
9810
333
3
785
235
1660
162
330
114
0
9044
63
1596
382
2769
1591
204
17
465
112
725
53
1020
6
81
0
349
133
282
644
317
846
32
239
2389
6209
153
37
4
467
115
302
291
4
99
57
40
856
2576
5
764
3
149
1365
1532
11
20
18
1370
1
215
40
205
531
1949
1406
95
185
806
1387
716
63
8
550
9
5048
82
6
716
67
2038
28
832
42
0
1242
310
209
2
245
31
237
598
465
350
400
3
3133
27
145
1248
9
1
8
37
5417
267
10
244
801
438
2
10
52
1013
182
447
20
245
169
18
72
37
208
32
2
900
478
194
16
2787
68
5
49
0
4187
224
1446
320
2
359
184
1
140
21
3427
183
1
1372
412
908
510
807
29
56
1263
52
619
565
1167
410
13
34
1331
1324
35
155
6352
15
1507
2
2142
3101
0
597
12
4
3
18
2934
26
16
214
102
114
2339
372
9
703
105
10
296
314
1131
304
14
1660
11
881
299
21
121
69
28
3806
1559
1264
4
19
97
57
220
5
19
49
69
287
104
1204
305
6819
1
42
639
124
17
26
704
32
128
6
144
27
536
752
213
751
1602
7
87
24
215
39
90
1175
30
481
50
4
58
826
277
2221
154
950
436
9
51
0
1413
1091
337
750
3017
384
21
804
28
200
230
130
87
5
85
3
151
110
5
69
4
658
575
3246
9
12
297
1354
259
115
32
367
514
111
1534
5
250
49
263
0
223
1
55
266
193
5
136
1742
3215
1
829
2092
45
23
851
238
161
478
2289
37
53
404
130
4776
8
2185
625
4084
1171
623
0
2
210
37
2062
1530
109
4
1
550
743
73
9
1402
28
314
8
0
148
24
1991
633
1
523
957
36
2
3779
155
533
18
1202
168
1804
100
2
715
19
722
2827
1
223
16
90
3
3
527
92
1
2
89
40
395
9
11
1
1187
7
218
92
2138
65
13
8
50
437
52
28
113
829
2490
103
88
219
138
4142
236
7
4522
528
4713
0
425
715
5
271
347
488
143
4607
410
1486
115
326
87
211
213
10
223
320
29
2
37
93
56
6635
130
271
1613
12
28
27
7
756
2107
45
15
162
2616
12
361
34
71
2708
0
228
2480
314
144
2759
42
1008
99
4296
337
101
5104
1
702
532
404
3347
212
1988
0
42
17
68
517
6
165
465
133
108
2352
24
487
12
749
1122
3
1283
1092
9
123
0
7
59
2643
6
648
4499
89
83
1
902
717
288
813
25
3642
1925
28
189
15
2399
946
1624
2779
21
5512
3518
66
76
866
44
9
1
91
18
240
582
2512
2161
28
249
1023
4202
2716
242
5
13
137
1735
7941
639
17
1030
14
1317
147
1899
136
63
1348
52
93
807
10
749
56
16
1776
176
70
1899
3495
26
71
687
322
274
844
226
335
0
138
